"1983/01/09","Brainerd, Minnesota","Republic Airlines","927","Minneapolis-St Paul - Brainerd","Convair 580-11A","N844H","327A",3,3,1,0,0,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal."
"1983/01/11","Detroit, Michigan","United Air Lines","2885","Detroit - Los Angeles","McDonnell Douglas DC-8-54F37","N8053U","46010/406",0,3,0,3,0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crews failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off."
"1983/01/14","Near Karimui, Papua New Guinea","Talair",NULL,NULL,"Britten Norman BN-2A-20 Trislander","P2-ISH","0757",NULL,NULL,NULL,NULL,0,NULL
"1983/01/16","Ankara, Turkey","Turkish Airlines (THY)",NULL,"Istanbul - Ankara","Boeing B-727-2F2","TC-JBR","21603/1389",6,7,4,0,0,"The flight originated in West Germany and stopped in Istanbul before beginning a 40-minute flight to Ankaras Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear."
"1983/02/13","Fayetteville, North Carolina","Military - U.S. Air Force",NULL,NULL,"Lockheed C-130H Hercules","74-1693","4693",0,6,0,6,0,"An overheated APU led to a fire and loss of control of the aircraft."
"1983/02/23","Brooksville, Florida","Air Taxi - Capital Aviation Services",NULL,"Tallahssee, FL - Lakeland, FL","Piper PA-32-301","N28216","328006",1,1,1,1,0,"The aircraft disappeared after entering an area of severe turbulence. Excessive airspeed for area of turbulence. Exceeded design stress limits of aircraft."
"1983/03/09","Off Macae, Brazil","Aeroleo Taxi Aereo",NULL,NULL,"Bell 212","PT-HJN","30761",NULL,NULL,NULL,NULL,0,"Crashed into the sea."
"1983/03/10","Near Shach Goan, Afghanistan","Bakhtar Afghan Airlines",NULL,NULL,"de Havilland Canada DHC-6 Twin Otter 300","YA-GAZ","395",1,2,1,2,0,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude."
"1983/03/11","Barquisimeto Venezuela","Avensa",NULL,"Caracas - Barquisimeto","McDonnell Douglas DC-9-32","YV-67C","47025/106",4,5,2,1,0,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight."
"1983/03/24","Jeffersonville, Georgia","Air Taxi",NULL,"Jacksonville, FL - Atlanta, GA","Mitsubishi MU-2B-60","N72B",NULL,3,1,3,1,0,"The aircraft entered a high speed dive for reasons unknown and crashed. Exceeded design limits of aircraft."
"1983/03/30","Newark, New Jersey","Central Airlines",NULL,"Chicago - Newark","Learjet 25","N51CA","25-030",0,2,0,2,0,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrews judgment, decision making and flying abilities by a combination of physioIogical and psychological factors."
"1983/04/03","Guangzhou, China","Total",NULL,NULL,"Beech Super King Air 200","F-BVRP","BB-0038",NULL,NULL,NULL,NULL,0,NULL
"1983/04/07","Selawik, Alaska","Munz Northern Airlines","601","Nome - Ambler","Britten-Norman BN-2A-8 Islander","N37MN","558",2,1,1,1,0,"Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions."
"1983/04/16","Near Khartoum, Sudan","Air Liberia",NULL,NULL,"Hawker Siddeley HS-748-329 Srs. 2A","EL-AIH","1755",6,3,5,3,9,"The No.2 engine failed during climbout forcing a return to the airport. While on thebase leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasnt reset in accordance with the flight manual."
"1983/04/19","Near Toba, Japan","Japan Air Self-Defence Force",NULL,NULL,"Kawasaki C-1 / Kawasaki C-1","58-1009/68-1015",NULL,NULL,NULL,NULL,NULL,0,"Both aircraft, flying in tandem, crashed into the side of a mountain. A third aircraft brushed trees and managed to remain airborne."
"1983/04/19","Leninakan, Russia","Aeroflot","E-46","Nalchik - Leninakan","Yakovlev YAK-40","CCCP-87291","9320628",1,4,1,4,0,"The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position."
"1983/04/26","Iwakuni AB, Japan","Military - Japan Maritime Self Defense Force",NULL,NULL,"PS-1",NULL,NULL,0,1,0,1,0,"Crashed near an ammo depot."
"1983/04/29","Guayaquil, Ecuador","SAN Ecuador","832","Guayaquil - Quito","Sud Aviation SE-210 Caravelle VIR","HC-BAT","125",9,6,7,1,0,"One of the aircrafts engines failed shortly after takeoff and the plane landed heavily on muddy ground and broke in three."
"1983/04/30","Jacksonville, Florida","Military - United States Navy",NULL,"Jacksonville NAS - Guantanamo Bay, Cuba","Convair CV-340","141010","293",9,6,9,6,0,"Crashed into St. Johns River just shy of the Jacksonville Naval Air Stations main runway. Shortly after takeoff, one of the engines burst into flames and the crew was trying to make it back to the air station."
"1983/05/05","En route Miami, FL - Nassau, Bahamas","Eastern Air Lines","855","Miami, FL - Nassau, Bahamas","Lockheed L-1011","N334EA","1141",1,1,0,0,0,"Procedural error by maintenance crew caused O-ring seal to be left off all three engines, causing all oil to leak out in flight. One engine shut down at first sign of trouble, followed by failure of other two engines. First engine restarted at an altitude of 3,000 feet and ran long enough to make a safe landing at Miami 9 minutes later."
"1983/05/05","Near Ban Ta Khli, Thailand","Military - Royal Thai Air Force",NULL,NULL,"Fairchild C-123K","L4K-12/18","20227",2,6,2,6,0,"The aircraft was preparing to land at Ban ta Khli Air Base when it was waved off because the runway was not clear. The plane plunged to earth 700 ft. past the runway. Engine failure was suspected."
"1983/06/02","Cincinnati International Airport, Covington/Hebron, Kentucky","Air Canada","797","Dallas-Fort Worth - Toronto","McDonnell Douglas DC-9-32","C-FTLU","47196/278",4,5,2,0,0,"The plane was on a flight from Houston to Toronto with an intermediate stop at Dallas - Fort Worth.An in-flight fire in the rear lavatory, of unknown origin, forced the plane to make an emergency landing at Cincinnati International Airport. Fatalities occurred from smoke inhalation and a flash fire that erupted when exit doors were opened. Underestimation of the fire severity and conflicting fire progress reports to the captain delayed a quicker emergency landing. Canadian folk singer Stan Rogers, 33,killed. He was going home after attending the Kerrville Folk Festival in Texas. He died in the fire while helping other passengers to safety."
"1983/06/02","Tanjung Karang, Indonesia","Garuda Indonesia Airlines",NULL,NULL,"Fokker F-28 Fellowship 3000RC","PK-GFV","11132",5,4,1,2,0,"The aircraft failed to gain altitude and overran the runway. Crew did not follow checklist procedures."
"1983/06/05","Cape Town, South Africa","Air Taxi - Linair Express",NULL,"Cape Town - Johannesburg","Cessna 402B","ZS-KVG",NULL,8,1,6,1,0,"Crashed onto a road after taking off. Not IFR qualified."
