"1978/01/01","Off Bandra, Maharashtra, India","Air India","855","Bombay - Dubai","Boeing B-747-237B","VT-EBD","19959/124",1,2,1,2,0,"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness."
"1978/01/06","Marion, Illinois","Aviation Charter - Air Taxi",NULL,"Greenville, KY - Marion, IL","Cessna 337G","N719047",NULL,1,1,1,1,0,"Crashed into electrical tower while in landing approach, 1 mile short of the runway. Previous damage caused the aileron surface attachments to separate in flight."
"1978/01/24","Dubois, Pennsylvania","Henry Webber Air - Air Taxi",NULL,"Dubois, PA - Lancaster, PA","Aerostar 601P","N1BE","61P0245041",1,1,1,1,0,"Crashed after engine failure on climb to cruise. Fuel starvation. Ice in fuel. Improper emergency procedures."
"1978/01/27","Near San Vincente, Colombia","SADELCA",NULL,"Neiva - San Vincente","Douglas DC-3","HK-1351X","42958",1,4,1,4,0,"Struck a 7,000 ft. mountain in fog."
"1978/01/31","Eirunepe, Brazil","TABA",NULL,NULL,"Embraer 110P Bandeirante","PT-GKW","110128",1,2,0,2,0,"Crashed during takeoff."
"1978/02/10","Near Artigas, Uruguay","Military - Uruguayan Air Force",NULL,"Artigas - Montevideo","Douglas C-47A-DL","T511","19301",4,4,4,4,0,"The passenger flight attempted to make an emergency landing at Artigas Airport when it had taken off from.An engine failure was followed by a wide banking turn and crash to the ground bursting into flames."
"1978/02/10","Richland, Washington","Columbia Pacific Airlines","23","Richland, WA - Seattle, WA","Beechcraft 99","N199EA","U037",1,2,1,2,0,"The aircraft crashed shortly after taking off from Richland after climbing to 400 feet and stalling. Crew error.The failure and inability of the flightcrew to prevent rapid pitchup and stall by exerting sufficient push force on the control wheel. The pitchup was caused by the combination of a mistrimmed horizontal stabilizer and a center of gravity near the aircrafts aft limit. The mistrimmed condition resulted from discrepancies in the aircrafts trim system and the flightcrews preoccupation with making a timely departure. The out-of-trim warning system was inoperative."
"1978/02/11","Cranbrook, British Columbia, Canada","Pacific Western Airlines","314","Calgary - Cranbrook","Boeing B-737-275","C-FPWC","20142/253",4,5,3,4,0,"The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulic power was automatically cut off at lift-off.The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon."
"1978/02/18","Genoa Peak, Nevada","Chartair - Air Taxi",NULL,"Los Angeles, CA - Lake Tahoe, CA","Beechcraft 58","N4307W",NULL,3,1,3,1,0,"Crashed into obscured mountain while en route. Continued VFR flight into adverse weather conditions. Radar showed aircraft circling over mountain tops for over 12 minutes."
"1978/02/27","Merrill Pass, Alaska","Yute Air Alaska - Air Taxi",NULL,"Dillingham, AK - Anchorage, AK","Evangel 4500","N4508L",NULL,2,1,2,1,0,"The pilot suffered spatial disorientation and crashed in rain and low ceiling while en route. Continued VFR flight into adverse weather conditions."
"1978/02/28","Solvang, California","Security Air",NULL,"Visalia, CA - Santa Barbara, CA - Santa Maria, CA","Aero Commander 500A","N6143X",NULL,4,3,4,3,0,"Continued VFR flight into adverse weather conditions."
"1978/03/01","Agana, Guam","Island Air",NULL,"Agana, Guam - Rota, TT","Cessna 337F","N101SX",NULL,4,2,2,0,0,"Crashed after experiencing engine failure on takeoff climbout."
"1978/03/01","LAX, Los Angeles, California","Continental Airlines","603","Los Angeles - Honolulu","McDonnell Douglas DC-10-10","N68045","46904",1,1,2,0,0,"While approaching V1 speed on takeoff, a loud bang was heard followed by shaking of the aircraft. The crew decided to abort the takeoff. With the end of the runway approaching, the captain steered the aircraft off the runway to the right. The landing gear failed and resulted in a fire. The plane slid for approximately 650 feet and came to rest 40 feet right of the runway centerline. Several passengers not heeding the warnings of the stewardess exited onto the wing and fell into the fire. Failure of two tires on the left main landing gear resulting in failure of a third tire during a critical point in the takeoff. This was to be pilot Gene Hershes last flight before retiring."
"1978/03/02","Kano, Nigeria","Nigeria Airways",NULL,NULL,"Fokker F-28 Fellowship 1000 / MiG-21","5N-ANA / ?","11993",1,7,1,7,0,"Midair collision. The Fokker collided with the MiG which was performing touch-and-go landings. Error by the MiG pilot. Sixteen killed on the Fokker and two on the MiG."
"1978/03/03","Off Caracas, Venezuela","LAV - Linea Aeropostal Venezolana",NULL,"Caracas - Cumana","British Aerospace 748 2A","YV-45C","1744",4,4,4,4,0,"The aircraft crashed into the ocean shortly after takeoff due to problems with the artificial horizon. The pilot radioed he was having an instrument failure. The plane the banked to the left and crashed into the sea."
"1978/03/07","Laurel, Mississippi","Hesler Noble - Air Taxi",NULL,"Jackson, MS - Laurel, MS","Cessna 310I","N8114M",NULL,1,1,1,1,0,"Crashed on final approach in rain and low ceiling. Improper IFR operation. Pilot attempted operation beyond experience and ability level. Pilot failed instrument check 4 days before accident."
"1978/03/14","Whitelake, Michigan","Wyman Pilot Service - Air Taxi",NULL,"Flint, MI - Whitelake, MI","Beechcraft D18","N427Q",NULL,1,1,1,1,0,"Crashed on final approach after flying through areas of turbulence and thunderstorms."
"1978/03/16","Vrastsa, Bulgaria","Balkan Bulgarian Airlines",NULL,"Sofia - Warszawa","Tupolev TU-134","LZ-TUB","8350501",6,7,6,7,0,"Crashed shortly after takeoff. An undetermined emergency of some kind occurred during the climb after takeoff resulting in loss of control of the aircraft."
"1978/03/22","Near Riverside, California","Lake Havasu Air",NULL,"Santa Ana, CA - Lake Havasu, AZ","Cessna T207A","N7354U",NULL,5,1,5,1,0,"Crashed into a mountain in fog.Continued VFR flight into adverse weather conditions."
"1978/03/25","Okaraba, Burma","Burma Airways",NULL,"Yangon - Myitkyina","Fokker F-27 Friendship 200","XY-ADK","10235",4,4,4,4,0,"After an explosion, the aircraft went spinning into the ground and crashed into a field."
"1978/03/26","Volta Redonda, Rio de Janeiro, Brazil","Aero Clube de Volta Redonda",NULL,"Local tour","Piper Cherokee ArrowPA-28","PT - CIH",NULL,3,1,3,1,0,"The plane lost engine rotation after takeoffand the pilotattempted to return to the airport for an emergency landing. Due to the low altitude, the plane stalled and crashed in Paraiba River, one-half mile from therunway.Mechanical failure."
"1978/04/04","Off Galveston, Texas","Air Logistics",NULL,NULL,"Bell 212","N140AL",NULL,4,2,3,0,0,"The helicopter was attempting to land on an oil drilling platform. The co-pilot suffered spatial disorientation and stalled helicopter and crashed."
"1978/04/05","St. Thomas, Virgin Islands","Antilles Air",NULL,"St. John, VI - St. Croix, VI","Grumman G-21","N877A",NULL,7,2,0,2,0,"Made a forced landing in water. Fuel starvation. Inattentiveness to fuel supply. Fuel selector positioned between tanks."
"1978/04/20","Near Murmansk, Russia","Korean Airlines","902","Paris - Seoul","Boeing B-707-321B","HL-7429","19363/623",9,1,2,0,0,"The aircraft, which deviated off course, suffered rapid decompression after being fired upon by a Russian fighter. The aircraft made an emergency landing on a frozen lake."
"1978/04/23","Arlington, Indiana","Air Taxi",NULL,"Trenton, NJ - Indianappolis, IN","Piper PA-31","N49MC",NULL,8,1,8,1,0,"Lost control and crashed after the pilot entered a known area of severe turbulence and thunderstorms."
"1978/04/27","Upolu, West Samoa","South Pacific Island Airways",NULL,"Pago Pago, American Samoa - Apia, Western Samoa","Cessna 402B","N3SP","402B0930",9,1,9,1,0,"The pilot took a shortcut over the mountainous center of Upolu instead of flying along the coast as per company procedure."
"1978/04/29","Bogota, Colombia","LAC Colombia",NULL,"Bogota - Barranquilla","Douglas C-118A","HK-1705","43565/243",9,3,5,3,0,"Crashed on farmland six miles outside of Bogota shortly after taking off."
"1978/05/08","Pensacola, Florida","National Airlines","193","Miami, FL - Pensacola, FL - Mobile, AL","Boeing B-727-235","N4744","19464",5,6,3,0,0,"The aircraft crashed while attempting a non-precision instrument approach to Pensacola and landed in 12 feet of water, 3 nm short of the runway. Failure of the crew to monitor altitude and descent rate and the failure of the 1st officer to provide the captain with the required altitude and approach performance call-outs. Also the flight engineer disabled the GPWS alarm so the crew could hear one another better. In addition, the night flight had been diverted from its primary airport due to poor weather and was required to execute a compressed approach (descending and approaching more quickly and steeply than normal), and the crucial altimeter readout was an old drum-roll-counter type (due to be replaced), which could easily be misread, especially inheavy workload situations. Three fatalities occurred when the frightened passengers grabbed their seat cushions and exited the plane from the rear. They drowned in part because their seat cushions were not flotation cushions. The airplane was not required to have floatation cushions because it was not flying over water."
"1978/05/18","Kouchi, Japan","Military - Japan Maritime Self Defense Force",NULL,NULL,"PS-1 amphibious ASW",NULL,NULL,0,1,0,1,0,"Crashed in mountains."
"1978/05/19","Pochinok, Russia","Aeroflot","6709","Baku - Leningrad","Tupolev TU-154B","CCCP-85169","76A-169",1,8,4,0,0,"The flight engineer accidentally shut off the automatic transferring of fuel from the sump tank. Eventually all three engines stopped and the plane crashed. Fuel starvation."
