"1953/01/05","Belfast, Northern Ireland","British European Airways",NULL,"Northolt - Belfast","Vickers Viking 610-1B","G-AJDL","262",3,4,2,3,0,"Crashed into approach lights while attempting to land.Error of judgement on the part of the pilot."
"1953/01/07","Issaquah, Washington","Flying Tiger Line","841","San Francisco - Seattle","Douglas C-54B-10-DO","N86574","18350",3,4,3,4,0,"The plane struck a tree on a mountain ridge at an elevation of 1,620 feet. Following impact with the tree the aircraft continued flying and finally struck the ground in a canyon 1,500 feet below and caught fire. The flights deviation from the established approach procedure."
"1953/01/07","Fish Haven, Idaho","Associated Air Transport","1-6-6A","Boeing Field - Cheyenne","Curtiss C-46","N1648M","22395",3,3,3,3,0,"The plane crashed into mountains while en route. Upon entering an area of turbulence, the plane was unable to climb and crashed into trees. Found 5 months later. The inadvertent descent into an area of turbulence and icing which resulted in the pilots inability to regain a safe altitude."
"1953/01/15","25 nm off Agrigento, Italy","Military -Royal Air Force","-",NULL,"Vickers Valetta Mk1 / Avero Lancaster","VX562 / TX270",NULL,1,1,1,1,0,"Both aircraft crashed after a midair collision at approximately 1,500 ft.Weather conditions at the time were a factor with localized thundrestorms, heavy rain and hail. The court of enquiry was of the opinion that no responsibility could be attached to any individual.Although evidence revealed that theMalta FlightInformation Center were not in possession of full information on the Lancasters sortie, it was not a contributory cause. Nineteen killed aboard the Vickers, 7 aboard the Lancaster."
"1953/01/26","Sinnai, Sardinia, Italy","Linee Aeree Italiane",NULL,"Cagliari - Rome","Douglas DC-3","I-LAIL","4308",1,4,1,4,0,"Crashed 10 miles east of Cagliari in the Sinnai mountains after a wing failed due to overstressing."
"1953/02/02","Off Newfoundland, Canada","Lancashire Aircraft Corporation (Skyways)",NULL,"Lajes, Azores - Gander","Avro 685 York 1","G-AHFA","1304",3,6,3,6,0,"Last know coordinates 46 15 N, 4631W, over the North Atlantic. A distress message was received. No trace of the aircraft or its occupants were ever found."
"1953/02/03","Lai Chau, Vietnam","Air Outremer",NULL,NULL,"Douglas C-47B-15-DK","F-OAFR","15283/26728",NULL,NULL,NULL,NULL,0,"Destroyed by shelling."
"1953/02/07","Bordeaux, France","UTA",NULL,"Abidjan - Bordeaux","Douglas C-54A-5-DC","F-BFGR","10290",1,7,6,1,0,"Crashed into a grove of small trees and burst into flames while trying to land in heavy fog."
"1953/02/09","Cairo, Egypt","Military - Egyptian Air Force",NULL,"Al Arish - Cairo","Curtiss-Wright C-46","1001",NULL,NULL,NULL,NULL,NULL,0,"Crashed into a hill during a sandstorm."
"1953/02/14","Off Mobile, Alabama","National Airlines","470","Miami - Orlando - New Orleans","Douglas DC-6","N90893","43057/73",4,5,4,5,0,"The aircraft crashed into the Gulf of Mexico off Mobile, Alabama. The aircraft broke up in the turbulence of a frontal wave storm after failure ofthe left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed."
"1953/03/03","Karachi, Pakistan","Canadian Pacific Air Lines",NULL,"Karachi - Rangoon","de Havilland DH106 Comet 1A","CF-CUN","06014",6,5,6,5,0,"The aircraft overran the runway during takeoff. Excessive nose-up attitude of the aircraft during the takeoff run producing a partly stalled condition and excessive drag. The pilot who had only limited experience in the Comet aircraft, elected to takeoff at night at the maximum permissable weightfor the prevailing conditions. The circumstances required strict adherence to the prescribed takeoff technique, which was not complied with.First fatal crash of a commercial jet aircraft. The aircraft was named Empress of Hawaii."
"1953/03/04","Windsor Locks, Connecticut","Slick Airways","162","New York, NY - Winsor Locks, CT","Curtiss C-46F","N4717N","22400",0,2,0,2,0,"After missing his first approach to the airport, the pilot displayed poor judgement in attempting a circle under the overcast in rain and at night, rather than execute a standard instrument approach."
"1953/03/14","Kalasahar, India","Orient Airways",NULL,"Delhi - Dacca","Convair CV-240-7","AP-AEG","082",1,5,1,5,0,"Crashed into a mountain while en route in severe weather. The pilot descended in poor visibility in order to find his position."
"1953/03/17","Off Da Nang, Vietnam","Aigle Azur",NULL,"Hue - Da Nang","Douglas DC-3","F-BEFG","19105",NULL,NULL,NULL,NULL,0,"Crashed into the sea in poor weather conditions."
"1953/03/18","Random Island, Newfoundland","Military - U.S. Air Force",NULL,"Azores - Rapid City AFB","Convair RB-36H","51-13721A",NULL,NULL,NULL,NULL,NULL,0,"The aircraft, flying low over the Atlantic Ocean, was to have flown higher when it reached the coast. Tail-winds caused the aircraft to arrive earlier and the plane hit a hill in low cloud cover."
