"2009/01/01","Lubock, Texas","Empire Airlines leased from FedEx","8284","Fort Worth - Lubbock","ATR-42-320","N902FX","175",0,2,0,2,0,"Crashed while attempting to land. The probable cause of this accident was the flight crews failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crews failure to follow published standard operating procedures in response to a flap anomaly, 2) the captains decision to continue with the unstabilized approach, 3) the flight crews poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captains performance."
"2009/01/04","Near Houma Louisiana","Petroleum Helicopters Inc",NULL,"Bayou Penchant - Off shore oil fields","Sikorsky S-76C++","N748P","760629",7,2,6,2,0,"A helicopter bound for offshore oil fields went down about 75 miles southwest of New Orleans shortly after taking off. The sudden loss of power to both engines that resulted from impact with a red-tailed hawk, which fractured the windshield and interfered with engine fuel controls and the subsequent disorientation of the flightcrrew members. Also the lack of FAA regulations and guidance at the time the helicopter was certificated requiring helicopter windshields to be resistant to bird strikes and the lack of protections that would prevent T-handles from inadvertently dislodging out of the detents and the lack of a master warning light and audible system to alert the flightcrew of low-rotor speed conditions."
"2009/01/15","New York, New York","US Airways","1549","New York, NY- Charlotte, NC","Airbus A320-214","N106US","1044",1,5,0,0,0,"The plane was taking off from La Guardia Airport when both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured."
"2009/01/15","Adraskan district, Afghanistan","Afghan Army",NULL,NULL,"Mil Mi-17",NULL,NULL,NULL,NULL,NULL,NULL,0,"Either shot down or crashed due to bad weather."
"2009/02/07","Manacapuru, Brazil","Aerotaxi Manaus",NULL,"Coari - Manus","Bandeirante EMB-110P1","PT-SEA","110352",2,2,2,2,0,"The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine. The plane disappeared from radar and lost contact with ATC. The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru."
"2009/02/07","Trigoria, Italy","Air One Executive",NULL,"Rome - Bologna","Cessna 650 Citation III","I-FEEV","650-0105",0,2,0,2,0,"The plane, heading to Bologna to pick up a medical team from the Modena University Hospital, crashed shortly after taking off from Romes Ciampino Airport."
"2009/02/12","Clarence Center, New York","Continental Connection/Colgan Air","3407","Newark, N.J. - Buffalo, NY","Bombardier DHC-8-402 Q400","N200WQ","4200",4,5,4,5,1,"The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall. Colgan Air officials acknowledged that both pilots apparently were not paying close attention to the aircrafts instruments and failed to follow the airlines procedures for handling an impending stall in the final minutes of the flight. The captain’s inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crew’s failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crew’s failure to adhere to sterile cockpit procedures, (3) the captain’s failure to effectively manage the flight, and (4) Colgan Air’s inadequate procedures for airspeed selection and management during approaches in icing conditions."
"2009/02/15","Near Isfahan/Shahin Shahr-Hesa Air Base, Iran","HESA",NULL,"Training","HESA IrAn-140-100","HESA90-04","03-01/90-04",0,5,0,5,0,"The aircraft crashed druing a training flight."
"2009/02/15","Chanco, Chile","Flight Service",NULL,NULL,"Bell UH-1H","CC-CBW",NULL,1,1,1,1,0,"The helicopter was carrying firemen to a nearby forest fire when it crashed into a fog shrouded mountain killing all aboard."
"2009/02/20","Luxor, Egypt","Aerolift",NULL,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine","Antonov 12V","S9-SVN","6344310",0,5,0,5,0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire."
"2009/02/25","Amsterdam, Netherlands","Turkish Airlines","1951","Istanbul, Turkey - Amsterdam, Netherlands","Boeing 737-8F2","TC-JGE","29789/1065",1,7,6,3,0,"The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the planes autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately."
"2009/03/09","Lake Victoria, Uganda","Aerolift",NULL,"Entebbe, Uganda - Mogadishu, Somalia","Ilyushin Il-76T","S9-SAB","073410301",7,4,7,4,0,"The cargo plane carrying and water purification equipment crashed into Lake Victoria shortly after taking off. Possibly caused by one or a combination of factors, including loss of engine power, malfunction of the flight control system, pilot impairment, inattentiveness to altitude and inadequate handling of the aircraft. An investigationfound that the navigator used a forged license and that the aircraft and engines were beyond their service life."
"2009/03/12","Off St. Johns, Newfoundland","Cougar Helicopters",NULL,"St. Johns - Hibernia platform","Sikorsky S-92A","C-GZCH","920048",1,2,1,2,0,"The pilot reported a technical malfunction and radioed that he was returning to St. Johns. He then radioed a mayday. The helicopter then went down in what was a controlled emergency crash landing. The accident happened about 30 miles off St. Johns. Two main gearbox filter bowl assembly mounting studs made of titanium were found broken. This resulted in the loss of gearbox oil."
"2009/03/22","Butte, Montana","Eagle Cap Leasing",NULL,"Oroville, CA - Butte, MT","Pilatus PC-12/45","N128CM","403",1,1,1,1,0,"The plane crashed 500 feet short of the runway while attempting to land at Bert Mooney Airport. The plane took a nosedive and crashed near Holy Cross cemetery. The plane was carrying children and adults from California to a skiing vacation in Montana when it diverted from its planned destination of Bozeman to Butte. The pilot, who did not use a required anti-ice additive in the fuel,continued to fly despite a deteriorating fuel system. In addition, the plane was 600 pounds over its take-off weight."
"2009/03/23","Tokyo, Japan","FedEx","80","Guangzhou, China - Tokyo, Japan","McDonnell Douglas MD-11","N526FE","48600/560",0,2,0,2,0,"The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft."
