"1940/01/22","Denpasar, Indonesia","KNILM",NULL,NULL,"Lockheed 14 Super Electra","PK-AFO","1415",5,4,5,3,0,"Crashed into the sea shortly after take-off. Cause unknown"
"1940/02/10","Near Cosenza, Italy","Ala Littoria SA",NULL,"Brindisi - Rome","Savoia-Marchetti SM-75","I-LEAL",NULL,4,6,4,6,0,"Crashed and burned on a hill side in fog. Prior to crashing the crew reported ice on the wings."
"1940/02/27","Near Bucaramanga, Columbia","SCADTA",NULL,"Bogota - Cucuta","Boeing 247D","C-79",NULL,9,2,9,2,0,"The plane crashed in the Andes after the crew lost their bearings in fog."
"1940/03/01","Gulf of Oman","Imperial Airways",NULL,"Jask to Sharjah","Handley Page HP-42","G-AAGX","HP42/1",4,4,4,4,0,"Crashed in the Persian Gulf while en route with out a trace. The aircraft was named Hannibal."
"1940/03/16","Stromboli Island, Italy","Aviolinee",NULL,"Tripoli, Palermo, Napoli.","Savoia Marchetti SM 73","I- SUTO"," 30024",NULL,5,NULL,5,0,"The plane crashed into Stromboli Volcano. The cause was possibly bad weather or some electromagnetic phenomena."
"1940/04/22","Near Loch Lomond, Scotland","British Overseas Airways",NULL,"Perth, Scotland - London, England","Lockheed 14 Super Electra","G-AFKD","1484",0,3,0,3,0,NULL
"1940/06/02","El Segundo, California","Douglas Aircraft Company",NULL,"Test flight","Douglas DC-5",NULL,NULL,0,5,0,5,0,"Crashed and burned during a government test flight"
"1940/06/14","Off Prangli Island, Gulf of Finland, Estonia","Aero O-Y",NULL," Tallinn, Estonia - Helsinki, Finland","Junkers JU-52/3mge","OH-ALL","5494",7,2,7,2,0,"The plane was en route when it was shot down by two Soviet Tupolev SB-2 bombers. The aircraftcrashed 2-3 nm offshore of Prangli Island near Keri Lighthouse. The aircraft was named Kaleva."
"1940/06/20","Near Ouistreham, France","Air France",NULL,NULL,"Dewoitine D-338","F-ARTD","22",NULL,NULL,NULL,NULL,0,"Inadvertently shot down by French anti-aircraft fire."
"1940/07/07","Gulf of Tonkin","Air France",NULL,NULL,"Dewoitine D-338","F-AQBA","1",NULL,NULL,NULL,NULL,NULL,"Shot down by a Japanese military fighter."
"1940/08/09","Hannover, Germany","Deutsche Lufthansa",NULL,NULL,"Douglas DC-2-115H","D-AIAV","1366",1,3,2,0,0,"Pilot error."
"1940/08/13","Near Canberra, Australia","Military - Royal Australian Air Force",NULL,"Melbourne - Canberra","Lockheed Hudson A16-97",NULL,NULL,6,4,6,4,0,"The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport, then reappeared. There was the sound of engines being gunned, then the aircraft disappeared again. An explosion and sightof a large plume of black smoke followed. All on board the Hudson were killed including several high ranking Australian military leaders. A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply, classic symptoms of a stall, too close to the ground for recovery."
"1940/08/23","Cluj, Romania","LARES",NULL,NULL,"Douglas DC-3","YR-PAF","1986",1,3,1,3,0,"Crashed into a mountainous area during a hail and thunderstorm."
"1940/08/31","Near Lovettsville, Virginia","Pennsylvania Central Airlines","19","Washington D.C. - Detroit","Douglas DC-3","NC21789","2188",2,4,2,4,0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear.U.S. Senator Ernest Lundeen from Minnesota killed."
"1940/10/29","Near Changyi, China","China National Aviation Corporation",NULL,"Chungking - Kunming","Douglas DC-2","NC14297","1369",1,4,8,1,0,"Shot down by Japanese military fighters. The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machine-gunned while trying to escape."
"1940/10/29","Berlin, Germany","Deutsche Lufthansa",NULL,NULL,"Douglas DC-3","D-AAIH","1973",1,3,0,2,0,"Weather related."
"1940/11/04","Near Rincon, Bolivia","Lloyd Aero Boliviano SA",NULL,"Santa Cruz - Corumba","Junkers Ju-52/3m","CB-17",NULL,NULL,NULL,NULL,NULL,0,"Crashe in a storm while en route. Wreckage found 15 months later."
"1940/11/04","Near Centerville, Utah","United Air Lines","16","Oakland - Salt Lake City","Douglas DC-3","NC16086","1925",8,2,8,2,0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration."
"1940/11/08","Rio de Janeiro, Brazil","VASP",NULL,"Rio de Janeiro - Sao Paulo","Junkers Ju53/2m","PP-SPF",NULL,1,3,1,3,0,"Midair collision with a private plane. Seventeen killed on the Junkers, 1 on the private plane."
"1940/11/08","Brandenburg, Germany","Deutsche Lufthansa",NULL,"Berlin - Budapest","Junkers JU-90A-1","D-AVMF","10",2,6,2,6,0,"Crashed in route. Icing."
"1940/11/27","Mediterranean Sea","Air France",NULL,NULL,"Farman F-224","F-AROA","2",NULL,NULL,NULL,NULL,0,"Shot down by Italian aircraft."
"1940/12/04","Chicago, Illinois","United Air Lines","21","New York City - Chicago","Douglas DC-3A","NC25678","2175",1,3,7,3,0,"The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane."
