"1987/01/02","Off Bata, Equatorial Guinea","Military - Spanish Air Force.",NULL,"Bata - Malabo","CASA 212-100","T-12B-32","65",1,3,1,3,0,"The domestic flight crashed off the island of Bioko and sending a distress message. Engine failure."
"1987/01/03","Abidjan, Ivory Coast","Varig","797","Abidjan - Rio de Janeiro","Boeing B-707-379C","PP-VJK","19822/726",3,1,3,1,0,"The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire."
"1987/01/12","Toronto, Canada","Trillium Air",NULL,NULL,"Britten-Norman BN-2A-20 Islander","C-GIRH","404",2,1,0,1,0,"Crashed into Lake Ontario. Both passenger and pilot were rescued by a helicopter. The pilot later died."
"1987/01/13","Near Asmara, Ethiopia","Military - Ethiopian Air Force",NULL,"Asrmara - Addis Ababa","Antonov AN-12",NULL,NULL,NULL,NULL,NULL,NULL,0,"Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction."
"1987/01/15","Salt Lake City, Utah","Skywest Airlines / Private.","1834","Pocatello - Salt Lake City","Swearingen SA-226TC / Mooney M-20C","N163SW / N6485U","TC-327 /",8,2,8,2,0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection."
"1987/01/16","Tashkent, Uzbekistan","Aeroflot","I-505","Tashkent - Shahrizyabz","Yakovlev YAK-40","CCCP-87618","9131918",5,4,5,4,0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft."
"1987/01/16","Cima, California","California Air Charter",NULL,"Ontario, CA - Las Vegas, NV","Cessna 208 Caravan I","N9613F","208-00106",0,1,0,1,0,"While en route the cargo plane began a gradual descent until it impacted a mountain at 6,500 ft.Altitude not maintained. Inadvertent descent by pilot. Pilot fatigue (lack of sleep)."
"1987/01/30","Off Monrovia, Liberia","Air Reconnaissance Unit of Liberia",NULL,NULL,"Cessna U-27A Caravan I","ARU-021","208-00044",NULL,NULL,NULL,NULL,0,NULL
"1987/02/05","Near Jakiri, Cameroon","Aero France",NULL,NULL,"Learjet 55","F-GDHR","55-070",9,2,9,2,0,"Crashed into a mountain while en route."
"1987/02/06","Off Papua, New Guinea","Talair",NULL,"Rabaul - Hoskins","Embraer 110P2 Bandeirante","P2-RDM","110-262",1,2,1,2,0,"Ditched into the sea in poor weather conditions."
"1987/02/09","Near Khost, Afghanistan","Military - Afghan Republican Air Force",NULL,NULL,"Antonov AN-26",NULL,NULL,3,6,3,6,0,"Shot down by a Stinger missile by Afghan guerillas."
"1987/02/14","Durango, Mexico","Skyworld Airlines (Ports of Call Inc.)",NULL,NULL,"Boeing B-707-323B","N712PC",NULL,NULL,NULL,NULL,NULL,0,NULL
