"2006/01/02","Near Karkov","Evolga",NULL,"Moscow - Karkov","British Aerospace BAe-125-700A","P4-AOD","257153",0,3,0,3,0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold."
"2006/01/07","Near Tal Afar, Iraq","Military - US Army",NULL,NULL,"UH-60L Black Hawk","91-26346",NULL,NULL,NULL,NULL,NULL,0,"Crashed in bad weather."
"2006/01/08","Bukalaza, Uganda","Service Air",NULL,"Entebbe - Kinshasa","Antonov 12","9Q-CIH","4341803",0,6,0,6,0,"The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane."
"2006/01/09","Near Orumiyeh, Iran","Military - Iranian Revolutionary Guard Corps Air Force",NULL,"Tehran - Orumiyeh","Dassault Falcon 20","15-2233","318",NULL,NULL,NULL,NULL,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions."
"2006/01/19","Near Telkibanya, Hungary","Military - Slovak Air Force",NULL,"Pristina - Kosice","Antonov AN-24V","5605","97305605",3,8,3,8,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airports radars, relying only on his own visual contact with the airport."
"2006/01/21","Near Port Alberni, British Columbia, Canada","Sonic Blue Airways","604","Tofino - Vancouver","Cessna 208B Grand Caravan","C-GRXZ","208B0469",7,1,2,1,0,"The pilot issued a mayday after experiencing engine trouble while en route and asked to divert to Port Alberni Airport on Vancouver Island but crashed into mountainous wooded area, 6 miles from the airport runway."
"2006/02/05","Near Watertown, Wisconson","Air Cargo Carriers",NULL,NULL,"Shorts 360-100 /Shorts 360-300","N3735W/N372AC","SH-3735/SH-3720",1,2,1,2,0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation."
"2006/02/08","Near Paris, Tennessee","TriCoastal Air",NULL,"Dayton, Ohio -","Swearingen SA.226TC Metro II","N629EK","TC-396",0,1,0,1,0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilotasked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six Maydays. The airplane then descended ina near vertical dive until it crashed into a pasture. The pilots inflight loss of control following a reported fuel asymmetry condition for undetermined reasons."
"2006/03/07","Labiano, Spain","Aerovalles",NULL,"Madrid - Pamplona","Cessna 421C Golden Eagle III","EC-JAX","421C0337",4,2,4,2,0,"While approaching Noain airport in bad weather conditions, the twin engine aircraft crashed in the Sierra de Tajonar mountain range. The copilot and a passenger were killed."
"2006/03/09","Near La Paz, Bolivia","Military - Fuerza Aérea Argentina",NULL,"La Paz - Sana Cruz","Learjet 35A","T-21","35-115",NULL,NULL,NULL,NULL,0,"While en route, the plane, delivering humanitarian aid, flew into terrain and broke up."
"2006/03/18","Butte, Montana","Ameriflight",NULL,"Helena - Butte","Beechcraft C99","N54RP","U-218",0,2,0,2,0,"The cargo flight crashed into trees 7 nm from the airportwhile attempting to land at Bert Mooney Airport. Wreckage was found 2 days later. The second pilots failure to follow the published instrument approach procedure and the captains inadequate supervision. Snow and mountain obscuration were factors."
"2006/03/24","Cuenca, Ecuador","ATESA",NULL,"Cuenca - Macas","Cessna 208B Grand Caravan","HC-BXD","208B-0591",1,2,5,0,0,"The plane lost altitude shortly after taking off and crashed into a building."
"2006/03/31","Rio Bonito, Brazil","Team Air","6865","Macaé - Rio de Janeiro","Let L410UVP-E20","PT-FSE","912532",1,2,1,2,0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned."
"2006/04/10","Marsabit, Kenya","Military - Kenya Air Force",NULL,"Nairobi - Eastleigh AFB","Harbin Yunshuji Y-12-II","132",NULL,1,4,1,2,0,"While on approach the airplane flew into the side of Mount Marsabit which was obscured by clouds."
"2006/04/23","Near Tersky, Russia","Yug Avia",NULL,"Tersky - TerskyTerskiy - Terskiy","Antonov AN-2RAntonov AN-2R","RF-30451",NULL,4,1,3,1,0,"Shortly after takeoff, the pilot made sharp manuvers and lost the control of the plane and crashed 1 km from the airport. According to Russian authorities,the flight was unauthorized and illegal."
"2006/04/23","Kousséri, Cameroon","Military - Lybian Arab Air Force",NULL,"Sebha - NDjamena","Antonov 74TK-200","UR-74038","36547097933",0,6,0,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near NDjamena,"
"2006/04/24","Lashkar Gah, Afghanistan","U.S. Government (leased)",NULL,"Kabul - Kandahar - Lashkar Gah","Antonov AN-32B","ZS-PDV","3003",1,4,0,2,3,"A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne."
"2006/04/28","Peak Margarita, Uganda","King Air Charter",NULL,"Goma - Bunia, DCR","Cessna 208B Grand Caravan","ZS-ADL","208B-0381",1,2,1,2,0,"The cargo flight on behalf of the United Nations, crashed on the east side of Margaritas peak.The flight crew did not operate the route indicated in the submitted flight plan. Instead, the crew opted to use administrative flight planning data to execute a direct GPS route that led the plane to high terrain with clouds and low visibility, resulting in a controlled flight into terrain."
"2006/05/03","Off Adler, Russia","Armavia","967","Yerevan, Armenia - Sochi, Russia","Airbus A320-211","EK-32009","547",1,8,1,8,0,"The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The captain, being in a psychoemotional stress condition, made nose down control inputs due to the loss of pitch and roll awareness.This started the abnormal situation. The captains insufficient pitch control inputs led to a failure to recover the aircraft and caused it to crash. Along with the inadequate control inputs from the captain, the contributing factors of the crash were also the lack of monitoring the aircrafts pitch attitude, altitude and vertical speed by the first officer and no proper reaction by the crew to GPWS warnings."
"2006/05/14","La Ronge, Saskatchewan","Saskatchewan Government Northern Air Operations",NULL,"Training","Convair CV-580","C-GSKJ","202",0,3,0,1,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport."
"2006/05/23","Off São Tomé Island","Air São Tomé",NULL,"Training","de Havilland Canada DHC-6 Twin Otter 300","S9-BAL","648",2,2,2,2,0,"The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea afew km off shore."
"2006/06/02","Groton, Connecticut","International Jet Charter",NULL,"Atlantic City, NJ - Groton, CT","Learjet 35A","N182K","35A-293",3,2,0,2,0,"A charter jet registered to religious broadcaster Pat Robertson crashed in heavy fog into Long Island Sound, a half mile short of the runway, while making an approach to land at Groton-New London Airport. Both pilots were killed but the three passengers aboard survived. Robertson was not aboard. The crews failure to properly monitor the airplanes altitude, which resulted in the captains inadvertent descent of the airplane into water. Contributing to the accident were the foggy weather conditions, and the captains decision to descend below the decision height without sufficient visual cues."
"2006/06/03","Yaocun, China","Military - Chinese Air Force",NULL,NULL,"KJ-2000",NULL,NULL,NULL,NULL,NULL,NULL,0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded.."
"2006/06/08","Mullan, Idaho","Air Taxi - Majestic Alliance",NULL,"Coeur dAlene, ID - Missoula, MT","Cessna TU206G","N5136X","U20605582",1,1,1,1,0,"While following a highway through a mountain pass in fog the plane struck the mountain. The pilots VFR flight into IMC and his subsequent failure to maintain terrain clearance. The pilots inadequate inflight planning/decision, mountain obscuration, trees and high terrain were factors."
"2006/06/11","Abéché, Chad","Military - Chadian Air Force",NULL,"Ndjamena - Abéché","Lockheed C-130 Hercules","TT-PAF","5141",0,7,0,5,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived."
"2006/06/21","Jumla, Napal","Yeti Airlines",NULL,"Surkhet - Jumla","de Havilland Canada DHC-6 Twin Otter 300","9N-AEQ","708",6,3,6,3,0,"The plane crashed into a mountain on the east side of the airport after the pilot executed a go-around. The accident happened 1 kilometer from the airport."
"2006/06/30","Vilanculos, Mozambique","Naturelink",NULL,"Polokwane - Vilanculos","Cessna 208B Grand Caravan","ZS-POG","208B-0396",1,2,0,1,0,"On final approach, aircraft hit 2 trees and crashed in a field and was destroyed. The pilot died a short time after being rescued."
"2006/07/02","Hamburg, Germany","Himmelsschreiber",NULL,"Sightseeing","de Havilland DHC-2 Beaver","D-FVIP","1512",5,1,4,1,1,"The single-engine sightseeing seaplane came down in a rail yard and burst into flames. The pilot tried to make an emergency landing after the engine failed. A passenger and the pilot survived with serious burns."
"2006/07/07","Sake, Democratic Republic Congo","Mango Airlines",NULL,"Goma - Kisangani","Antonov AN-12B","9Q-CVT","3341506",2,3,2,3,0,"The cargo plane had engine failure and struck a hill as it lost altitude."
