"1994/01/03","Near Mamony, Siberia, Russia","Baikal Air","130","Irkutsk - Moscow","Tupolev TU-154M","RA-85656","89A801",1,9,1,9,1,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the starter warning light thinking it was false.The crew underestimated the severity of the situation due to shortcomings in the operational documentation.Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire."
"1994/01/05","Okeechobee, Florida","Kimura International",NULL,"Kissimmee - Opa","Beechcraft King Air B90","N230TW","LJ-0445",9,1,9,1,0,"The pilot indicated he had engine trouble and was attempting to land at Okeechobee. When he could not find the airport, he attempted to land on a dirt road. Upon observing a car on the road he aborted the landing rolled to the right and crashed into trees. Improper remedial action concerning a right engine power anomaly and the failure to maintain adequate airspeed during a go-around from a precautionary landing. Failure of the right engine fuel control bearing."
"1994/01/07","Columbus, Ohio","Atlantic Coast Airlines (United Express)","6291","Washington D.C. - Columbus, OH","British Aerospace Jetstream 4101","N304UE","41016",3,5,2,3,0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrews inexperience in aglass cockpit automated aircraft."
"1994/01/18","Kinshasa, Democratic Republic Congo","Scibe Airlift Cargo Zaire",NULL,"Cotonou - Kinshasa","Learjet 24D","9Q-CBC","24-248",0,2,0,2,0,"The cargo plane ran out of fuel and crashed."
"1994/02/24","Nalchik, Russia","North Western Air Transport","SP9045","Volgograd - Nalchik","Antonov AN-12V","RA-11118","013480002",7,6,7,6,0,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer."
"1994/02/25","Near Carpish, Peru","Expresso Aéreo",NULL,"Jananjui - Tocache - Tingo Maria - Lima","Yakovlev YAK-40","OB-1559","9640950",2,5,2,5,0,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria."
"1994/02/25","East Midlands, England","British World Airways","4272","Edinburgh - Coventry","Vickers 813 Viscount","G-OHOT","349",0,2,0,1,0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operators procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services."
"1994/03/02","New York, New York","Continental Airlines","795","New York City - Denver","McDonnell Douglas MD-82","N18835","49439",1,6,0,0,0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
"1994/03/08","New Delhi, India","Sahara",NULL,"Training","Boeing 737-2R4C","VT-SIA","21763/571",0,4,0,4,0,"Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilotduring engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot."
"1994/03/09","Near Tamworth,Australia","Jetcraft",NULL,NULL,"Swearingen SA.226AT Merlin IV","VH-SWP","AT-033",0,1,0,1,0,"Crashed while attempting to land at Tamworth."
"1994/03/14","Off Malindi, Kenya","Military - U.S. Air Force",NULL,NULL,"Lockheed C-130H Hercules","69-6576","4351",0,8,0,8,0,"Crashed into sea after a shell exploded in one of the gun barrells."
"1994/03/17","Near Nag","Military - Iranian Air Force","-","Tehran - Moscow","Lockheed Hercules C-130","5-8521","4432",1,1,1,1,0,"Shot down with a missile by Armenian forces while en route."
"1994/03/18","Spokane, Washington","Salair",NULL,"Spokane - Portland","Douglas DC-3C","N3433Y","43089",0,2,0,2,0,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered."
"1994/03/18","Key West, Florida","Chalks International Airlines",NULL,"Key West Harbor - Key West","Grumman G-73T Turbo Mallard","N150FB","J-51",0,2,0,2,0,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak."
"1994/03/21","Weipa, Australia","Aurukun Air Services",NULL,NULL,"Britten-Norman BN-2A-21 Trislander","VH-JUU","0632",5,1,5,1,0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway."
