"1933/01/10","Algiers","Aeropostale",NULL,NULL,"CAMS 53","F-AISV",NULL,0,1,0,1,0,NULL
"1933/01/14","Newark, New Jersey","Eastern Air Transport",NULL,"Test flight","Curtiss Condor 18","NC185H",NULL,0,2,0,2,0,"Went into a vertical bank and crashed and burned."
"1933/01/20","Marietta, Georgia","American Airways",NULL,NULL,"Stearman 4","N490W",NULL,0,1,0,1,0,NULL
"1933/01/20","Bourne, Texas","American Airways",NULL,"Big Springs - San Antonio","Stearman 4","NC11721",NULL,0,1,0,1,0,"The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility."
"1933/01/24","Eugene, Oregon","Pacific Air Transport",NULL,NULL,"Ford 5-AT-D","NC431H","5-AT-098",0,3,0,1,0,"The mail plane crashed while taking off."
"1933/03/11","Near Mendoza, Argentina","Pan American Grace Airways",NULL,"Mendoza, Argentina - Santiago, Chili","Fairchild FC-2W","NC9723",NULL,0,2,0,2,0,"Crashed and burned."
"1933/03/25","Hayward, California","Varney Airlines",NULL,"Burbank - San Francisco","Lockheed Orion 9","NC12226","184",2,1,2,1,11,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.The ceiling suddenly dropped as the plane approached its destination."
"1933/03/28","Near Dixmude, Belgium","Imperial Airways",NULL,"Cologne, Germany - Croydon, England","Armstrong Whitworth Argosy II","G-AACI","AW-363",1,3,1,3,0,"The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger, Dr. Voss,in an attempt to commit suicide. The plane was named Cit y of Liverpool."
"1933/04/03","Hemkenrode, Germany","Deutsche Lufthansa",NULL,NULL,"Junkers F-13","D-534",NULL,NULL,NULL,NULL,NULL,0,NULL
"1933/04/04","Off Barnegat, New Jersey","Military - U.S. Navy",NULL,NULL,"Goodyear-Zeppelin U.S.S. Akron (airship)","ZRS-4",NULL,NULL,NULL,NULL,NULL,0,"While cruising at 1,600 feet off New Jersey, strong air currents droped the ship to 700 feet before leveling off.Before it could regain a safe height, it plummeted into the Atlantic Ocean. Decision by the commander to fly into a storm despite the presence of lightning."
"1933/04/23","Near Castrovillari, Calabria, Italy","Air Orient",NULL,"Corfu - Naples","Cams 53-1","F-ALCE","29",5,3,3,2,0,"Crashed into a mountain after encountering a mountain wave.."
"1933/04/29","Traunstein, Germany","Eurasia",NULL,NULL,"Junkers W-34","D-4","2737",2,2,2,2,0,"Crashed on a test flight before delivery to Eurasia in China."
"1933/05/09","Near Viladrau, Spain","Aeropostale - La Tecoere Company",NULL,"Paris - Morroco","Latecoere 28-1","F-AJIX","1701",3,3,3,3,0,"Crashed after being forced down to the ground by strong downdrafts."
"1933/06/02","Bowling Green, Virginia","Eastern Air Transport",NULL,NULL,"Pitcairns PA-6",NULL,NULL,0,1,0,1,0,"The mail plane crashed into a ravine."
"1933/06/11","Glenview, Illinois","Palwaukee",NULL,"Sightseeing","Sikorsky S-38B (flying boat)","NC-141M",NULL,7,2,7,2,0,"The left wing on the sightseeing plane faliled after an attempted landing in Lake Michigan."
"1933/07/18","Aegean Sea","Societa Anonima Aero Expresso Italiana",NULL,"Athens - Rhodes","CMASA Wal (flying boat)","I-AZEE",NULL,2,4,2,4,0,"Forced to ditch in gale force winds."
"1933/08/29","Quay, New Mexico","Trans Continental and Western Air",NULL,"Amarillo, TX - Albuquerque, NM","Ford 5-AT-B Tri Motor","NC9607","5-AT-005",3,2,3,2,0,"Crashed during a storm while attempting to make an emergency landing."
"1933/09/12","Near Ljubljana, Yugoslavia","Aeroput",NULL,"Ljubjana - Susak, Croatia","Farman F-306","YU-SAH",NULL,6,2,6,2,0,"Crashed on the grounds of an insane asylum after losing an engine on takeoff."
"1933/10/10","Chesterton, Indiana","United Air Lines",NULL,"Cleveland - Chicago","Boeing 247","NC13304","1685",7,3,7,3,0,"While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. Eyewitnesses on the ground reported hearing an explosion shortly after 9 p.m., and told of seeing the plane in flames at an altitude of about 1,000 feet. A second explosion followed after the plane crashed.This was the first proven case of sabotage in the history of commercial aviation."
"1933/10/31","Etobon, France","Air France",NULL,NULL,"Farman F-301","F-AJMI",NULL,NULL,NULL,NULL,NULL,0,NULL
"1933/11/09","Portland, Oregon","United Air Lines",NULL,"Seattle, WA - Dallas, TX","Boeing 247","NC13345",NULL,6,3,3,1,NULL,"Crashed in a thickly wooded area upon taking off after the pilot became lost in fog."
"1933/11/10","Moriarty, New Mexico","Trans Continental and Western Air",NULL,NULL,"Northrop Delta","NC12292",NULL,0,1,0,1,0,NULL
"1933/11/20","Near Tsinan, China","China National Aviation Corporation",NULL,"Canton - Shanghai","Stinson",NULL,NULL,7,1,7,1,NULL,"Crashed into the Chingshan mountain range in fog."
"1933/11/21","Near Kharkov, Ukraine, USSR","Kalinin",NULL,"Test flight","Kalinin K-7",NULL,NULL,NULL,NULL,NULL,NULL,0,"Crashed due to structural failure during a test flight."
"1933/11/24","Wedron, Illinois","National Air Transport",NULL,NULL,"Boeing 247","NC13324",NULL,NULL,NULL,NULL,NULL,0,NULL
"1933/12/11","Hamburg, Germany","Deutsche Lufthansa",NULL,"Berlin - Hamburg","Focke-Wulf A-17","D-1403","47",8,2,4,2,0,"Crashed after striking an obstacle while landing in poor visibility."
"1933/12/14","Eshowe, South Africa","Union Airways",NULL,NULL,"Junkers W-34","ZS-AEB","2735",NULL,NULL,NULL,NULL,0,NULL
"1933/12/30","Near Ruysselede, Belgium","Imperial Airways",NULL,"Brussels, Belgium - Croydon, England","Avro 10","G-ABLU","528",8,2,8,2,0,"Crashed into a radio antenna tower and tore off a wingin densefog."
