"1949/01/02","Seattle, Washington","Seattle Air Charter",NULL,"Seattle - New Haven","Douglas DC-3 (C-47A-DL)","NC79025","10181",2,3,1,3,0,"The aircraft took off in fog with a group of Yale University students returning to school following their Christmas vacation.About midway down the runway the plane swerved to the left and became airborne.The left wing dropped the wing tip dragged on the runway.After about 750 feet, the tail wheel made contact with the runway.The engines were cut and the plane skidded for 700 feet until it hit a hanger and burst into flames.The accident was caused by the crews attempt to take off in an airplane which had formations of ice and frost on the surfaces of the wings.In addition, the plane was overloaded by 1,500 lbs."
"1949/01/05","Caravelas Bay, Brazil","British South American Airways",NULL,NULL,"Avro 685 York 1","G-AHEX","1301",1,6,3,0,0,"A blown tire during takeoff led to damage to the landing gear, engine and oil line. Lack of oil caused loss of the engine and the crew was not able to feather the prop. This led to overspeeding and an engine fire. The plane made a spiral descent and crashed to the ground."
"1949/01/06","Brandywine, Maryland","Coastal Cargo",NULL,"Raleigh, NC - Boston, MA","Douglas C-47A","NC53210","13777",0,2,0,2,0,"Cargo plane. The loss of control of the aircraft which resulted from an icing condition, turbulence, and lack of alertness on the part of the crew. As a result, the aircraft spun, and during the spins, or attempted recovery from the spins, severe air loads were encountered which failed the left horizontal stabilizer and the elevators."
"1949/01/11","Near Pelotas, Brazil","Viacao Aerea Gaucha S.A.",NULL,"Porto Alegre - Sao Borja","Lockheed 18 Lodestar","PP-SAC",NULL,8,4,8,4,0,"The aircraft crashed shortly after taking off. Engine failure due to fuel contamination."
"1949/01/15","Ras-el-Tin, Egypt","Pan African Air Charter",NULL,NULL,"Douglas C-54 Skymaster","ZS-AYB","19584",NULL,NULL,NULL,NULL,0,"Ditched in a lagoon."
"1949/01/16","Near Srinagar, India","Dalmia Jain Airways",NULL,NULL,"Douglas DC-3","VT-CDZ","14145/25590",4,9,4,9,0,"Crashed en route."
"1949/01/17","Atlantic Ocean, off Bermuda","British South American Airways",NULL,"Bermuda - Kingston","Avro 688 Tudor 4B","G-AGRE","1253",1,7,1,7,0,"Lost at sea on a flight from Bermuda to Kingston, Jamaica. The last radio message reported the plane was crossing 30 degrees N.Nothing further was heard from the plane. No wreckage was ever found. The weather was good at the time. The plane was named Star Ariel. Cause undetermined."
"1949/01/17","Near Succoth Glen, Lochgoilhead, Scotland","Military - U.S. Air Force",NULL,"RAF Scampton - Keflavik - Kansas","Boeing B-29A Superfortress","44-62276",NULL,1,4,1,4,0,"The aircraft, part of the 301st BG15 AFW, cashed into mountains after encountering icing conditions.The aircraft lost height, clipped the summit of Beinn Tharsuinn in Argyll, and crashed in flames in Succoth Glen below."
"1949/01/20","Homer, Alaska","Alaska Airlines","8","Homer - Anchorage","Douglas DC-3C","N91006","20208",3,3,3,2,0,"The aircraft departed Homer at night under VFR conditions contrary to company and federal regulations, strayed off course and struck a 3,000 ft. mountain, 27 miles northeast of Homer. The action of the pilot in proceeding off the designated airway at an altitude insufficient to clear the terrain."
"1949/01/30","Port Washington, New York","Pan American World Airways","100",NULL,"Lockheed L-749 / Cessna 140","NC86530/NC76981","2528 /?",2,1,1,1,0,"Midair collision. Two killed on the Cessna, none on the Lockheed which laned safely. The joint failure of the Constellation pilots to observe and avoid the Cessna aircraft in flight and of the Cessna pilot, while on an airway and in an area where a heavy concentration of traffic could be expected, to remain alert and avoid the Constellation.The aircraft was named Clipper Monarch of the Skies."
"1949/02/02","Trinity Bay, Newfoundland","Saint Lawrence Airways",NULL,"Trinity - Rimouski","Avro Anson","CF-FEO","3708",NULL,NULL,NULL,NULL,0,"Crashed shortly after taking off."
"1949/02/04","Castel Benito, Libya","Skyways of London",NULL,"Khartoum - Castel Benito","Douglas C-54A-1-DO Skymaster","G-AJPL","7464",4,9,0,1,0,"The No. 4, followed by the No. 3 engines failed on initial approach. The plane lost altitude and crashed into trees.Failure of the captain to maintain a safe height, by utilizing the available power of the starboard engines after power failure in the port engine. The reason for this failure by the captain cannot be determined. The power failure in the port engines was caused by fuel starvation brought about by an insuffuciency of fuel in the port tanks. This fuel shortage was the result of the wing tanks being allowed to become progressively unbalanced during the last stage of the flight."
"1949/02/05","Buenaventura Bay, Colombia","AVIANCA",NULL,NULL,"Consolidated PBY-5A Catalina","HK-134",NULL,1,4,1,2,0,"Crashed while attempting to land."
"1949/02/08","Off Copenhagen, Denmark","Scandinavian Airlines (SAS)",NULL,"Paris - Copenhagen","Vickers 628 Viking 1B","OY-DLU","199",2,4,2,4,0,"Crashed in the sea off the Swedish coast after the pilot was told to enter a holding pattern for Copenhagen, since it was closed to inbound traffic. The aircraft was directed to land on Runway 22 but failed to make the landing. The wreckage was found a month later on the bottom of the ocean. Cause undetermined."
"1949/02/10","Near Huanuco, Peru","Faucett",NULL,"Tingo Maria - Huanuco","Douglas DC-3","OB-PAV-223","15374/26819",1,3,1,3,0,"Struck a mountain as the plane approached Huanuco."
"1949/02/19","Near Coventry, Warks, England","British European Airways / Military - British",NULL,"London - Glasgow","Douglas DC-3 / Avro Anson","G-AHCW/VV243","13308",6,8,6,8,0,"Midair collision between a DC-3 and a RAF Avro Anson at 4,500 feet.Both planes disintegrated and fell to the ground. Ten killed on the DC-3, four on the Avro Anson. Failure on the part of the pilot of each aircraft to ensure the maintenance of an effective lookout."
