"1935/01/08","Near Karachi, Pakistan","Indian Air Force",NULL,"Training","Wapiti",NULL,NULL,0,2,0,2,15,"Crashed into a column of soldiers during training. The crew survived with injuries but 15 soldiers were killed and 11 injured. Later the pilot was court-martialled and dismissed."
"1935/01/26","Pittsburgh, Pennsylvania","Trans Continental and Western Air",NULL,"Newark, NJ - Columbus, OH","Consolidated Fleetster","NC13212",NULL,0,1,0,1,0,"The mail plane crashed and burned soon after taking off in a blinding snowstorm."
"1935/01/31","Stettin, Germany","Deruluft",NULL,"Koenigberg - Berlin","Junkers JU-52/3m","D-AREN","4051",8,3,8,3,0,"Crashed full speed into a hill, 450 feet high in rain and fog. Pilot error."
"1935/03/07","Schievelbein, Germany","Deruluft",NULL,NULL,"Rochrbach Roland","D-AJYP","45",NULL,NULL,2,1,0,"Fuselage failure."
"1935/03/15","El Arish, Egypt","Misrair",NULL,"Jerusalem - Cairo","de Havilland Dragon 1","SU-ABI","6031",5,1,2,1,0,"After flying over the airport into a strong headwind, in an attempt to land, one of the aircrafts two engines failed.While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a heightof 100 - 130 feet."
"1935/03/29","Off Samland, Germany","Deutsche Lufthansa",NULL,NULL,"Junkers F-13","D-OHIL",NULL,NULL,NULL,NULL,NULL,0,NULL
"1935/04/01","Beauvais, France","Air France",NULL,NULL,"Farman F-300","F-ALHQ",NULL,NULL,NULL,NULL,NULL,0,"Chief pilot of Air France, Robert Bajac, 36, killed."
"1935/04/06","Brilon, Germany","KLM Royal Dutch Airlines",NULL,"Praha, Czechoslovakia - Amsterdam, Netherlands","Fokker F-12","PH-AFL","5242",3,4,3,4,0,"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog."
"1935/05/01","Near Walsenberg, Colorado","Varney Air Lines",NULL,NULL,"Lockheed Vega","NC891E",NULL,0,1,0,1,0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed."
"1935/05/06","Atlanta, Missouri","Trans Continental and Western Air","6","Los Angeles - Albuquerque - Kanasas City -Washington","Douglas DC-2-112","NC13785","1295",1,2,3,2,0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the companys ground personnel when the planes two-way radio was not functioning properly."
