"1992/01/03","Gabriels, New York","Commutair","4821","Plattsburgh, NY - Saranac Lake, NY","Beechcraft 1900C","N55000","UC-135",2,2,1,1,0,"During the approach the aircraft struck trees and crashed near the top of a hill. Failure of the captain to establish a stabilized approach, his inadequate cross-check of instruments, his descent below the specified minimum altitude at the final approach fix and failure of the co-pilot to monitor the approach. The glide slope indications might have been unreliable due to precipitation and static interference."
"1992/01/13","Temple Bar, Arizona","Air Taxi - Air Vegas Inc.",NULL,"Grand Canyon, AZ - Las Vegas, NV","Cessna T210L","N22592","21059763",4,1,1,1,0,"The pilot tried to make an emergency landing at a nearby airport after losing engine power but crashed 300 ft. short of the runway. Fatigue failure of the turbochargers turbine shaft due to inadequate maintenance, and the pilots improper in-flight planning/decision after experiencing a turbocharger failure."
"1992/01/20","Mt. Saint-Odile, near Strasbourg, France","Air Inter","148","Lyon - Strasbourg","Airbus A320-111","F-GGED","015",9,6,8,5,0,"The aircraft hit a mountain while on approach to Strasbourg. The crew was making a non-precision approach to runway 05. Design deficiencies with the rate-of-descent mode selector switch. The captain inadvertently selected 3,300 fpm descent on approach (displayed as 33) instead of 3.3 degree flight path angle (displayed as 3.3 in the same place on the panel) and this went unnoticed. The plane was slightly off course due to ATC error. No GPWS was installed. Both pilots had little time in an Airbus 320. There was inadequate training for non-precision approached. The electronic locator beacon was destroyed in crash, putting survivors at risk for over 4 hours before the wreckage was located."
"1992/01/27","Nanaimo, British Columbia, Canada","Air Rainbow",NULL,"Nanaimo - Port Mellon","Beech C18S","C-FRVR","43-35632",8,1,6,1,0,"Shortly after taking off the float-plane rolled rapidly from side to side lost altitude and crashed into the water cart wheeled and broke up. Turbulence and downdrafts leading to loss of control of the aircraft. Possibly overloaded. Lack of experience in flying a heavily loaded Beech 18 aircraft."
"1992/01/28","Near Stepanakert, Azerbaijan","Military - Azerbaijan Air Force",NULL,"Agdam - Shusha","Mil Mi-8 (helicopter)",NULL,NULL,NULL,NULL,NULL,NULL,0,"Exploded and crashed after being hit by a surface-to-air missile. Highest death toll in a commercial helicopter crash in aviation history."
"1992/02/03","Caetite, Brazil","Nordeste Linhas Aéreas",NULL,"Salvador - Guanambi","Embraer 110C Bandeirante","PT-TBB","110-005",1,2,1,2,0,"The aircraft descended below MDA in poor weather and struck Taquari Hill which was obscured by clouds."
"1992/02/06","Evansville, Indiana","Military - U.S. Air Force",NULL,"Training","Lockheed C-130B","58-0732","3527",0,5,0,5,11,"The crew were doing touch-and-goes. Operating as the Kentucky National Guard, while taking off, the aircraft struck a motel and then crashed into JoJos restaurant and the Drurys Inn Motel, exploding into flames. Eleven persons on the ground were killed.Failure of the pilots to maintain sufficient air speed during a simulated engine failure due to distractions with ATC instructions and routine check list duties resulting in a stall."
"1992/02/09","Near Kafountine, Senegal","Gambcrest",NULL,"Dakar - Yoff - Cap Skiring","Convair CV- 640","N862FW","009",5,6,2,4,0,"The aircraft crashed into trees during its approach. The crew mistook the hotel lights for runway lights. Pilot error and malfunctioning equipment. Founder of Club Med and his son convicted of involuntary manslaughter in connection with this accident."
"1992/02/15","Toledo, Ohio","ATI","805","Seattle - Toledo","McDonnell Douglas DC-8-63F","N794AL","45923/383",0,4,0,3,0,"After a missed approach by the copilot the captain took over but also executed a go-around.He became spatially disoriented. When in a low nose and left bank attitude, control of the plane was transferred back to the first officer who began leveling the wings and raising the nose of the airplane. Impact with the ground occurred before the recovery was completed. The failure of the flight crew to properly recognize or recover in a timely manner from the unusual aircraft attitude that resulted from the captains apparent spatial disorientation, resulting from physiological factors and/or a failed attitude director."
"1992/02/20","En route from ArgentinatoCalifornia","Aerolineas Argentinas","386",NULL,"Boeing B-747",NULL,NULL,NULL,NULL,NULL,NULL,0,"A passenger died of cholera while en route."
"1992/03/02","Beni, Bolivia","Frigorifico Santa Rita",NULL,"Estencia el Trompillo - La Paz","Curtiss C-46T","CP-754","22570",2,3,2,3,0,"The cargo plane failed to gain altitude, cleared a fence and crashed to the ground. The wet runway contributed to the failure lift off in a timely manner."
"1992/03/12","Knotsville, Tennessee","CC Air",NULL,"Training","BAe 3101 Jetstream 31","N165PC","683",0,2,0,2,0,"The crew forgot to lower the landing gear on the approach for a touch-and-go landing. The propellers struck the runway. An emergency was declared and a turn was made. Control was lost and the aircraft crashed. The pilots failure to use the airplane checklist which resulted in a gear up landing and the pilots failure to maintain flying speed which resulted in an uncontrolled collision with the ground."
"1992/03/12","Etsouali, Congo","Lina Congo",NULL,"Dwando - Brazzaville","de Havilland Canada DHC-6 Twin Otter 300","TN-ACX","452",5,3,0,3,0,"Crashed during a severe thunderstorm."
"1992/03/22","Near Yakutia, Russia","Aeroflot",NULL,"Chekurdakh - Tiksi","Antonov AN-30","CCCP-30002","1403",5,5,5,5,0,"Autopilot engagement and disengagement resulted in oscillations of the aircraft which led to a loss of control and break-up in mid air. Pilot-induced lateral oscillations led to a stall, dive and break-up."
"1992/03/22","La Guardia Airport, New York, New York","USAir","405","New York City - Cleveland","Fokker F-28 Fellowship 4000","N485US","11235",4,4,2,2,0,"The plane was de-iced two times while at the gate. Thirty-five minutes elapsed between the last de-icing and takeoff during which ice accumulated on the wings. After liftoff, the plane stalled, crashed and came to rest inverted and partially submerged in Flushing Bay. Failure of the airline industry and FAA to provide flight crews with procedures compatible with departure delays in conditions conducive to airframe icing and the decision by the flight crew to take off without positive assurance that the airplanes wings were free of ice accumulation after 35 minutes of exposure to precipitation following de-icing. The ice contamination on the wings resulted in an aerodynamic stall and loss of control after liftoff."
"1992/03/24","Athens, Greece","Golden Star Air Cargo",NULL,"Amsterdam - Athens","Boeing 707-321C","ST-ALX","18715/364",4,3,4,3,0,"The crew deviated from the ILS localizer during an approach toRunway 33R and struck 2,000 foot Mount Hymittus. The pilot didnt comply with the procedures for an ILS approach and attempted a visual approach. The pilot confirmed established on the ILS localizer, but he was not on the localizer course. The crew waited too long before performing a missed approach."
"1992/04/04","Near Baikov, Russia","Kamchatavia",NULL,"Petropavlovsk -Baikov","Let 410UVP","CCCP-67130","800326",1,2,1,0,0,"The cargo plane crashed into high ground 5 km short of the runway in poor weather during a VFR approach."
"1992/04/07","Near Sarra, Libya","Air Bissau",NULL,"Khartoum - Tunis","Antonov AN-24RV","J5-GAE","77310810",1,3,0,3,0,"Could not land due to a sandstorm, ran out of fuel and made a forced landing in the desert. Crash landed in the desert, 62 miles southeast of Sarra. Among the passengers was Yasser Arafat."
"1992/04/10","Off Orchid Island, Taiwan","Taiwan Airlines",NULL,NULL,"Britten Norman BN-2A-26 Trislander","B-11116","2007",8,2,6,1,0,"Crashed into the sea after losing the No. 1 engine after reaching 1,500 feet after takeoff."
"1992/04/15","Near Goroka, Papua New Guinea","Talair",NULL,NULL,"Embraer 110P1 Bandeirante","P2-RDS","110- 355",1,2,9,2,0,"Crashed into mountains at Daulo Pass, 10km from its destination while on approach in poor weather."
"1992/04/16","Nairobi, Kenya","Military - Kenyan Air Force",NULL,NULL,"de Havilland DHC-5 Buffalo","218","125",4,4,4,4,6,"The left engine failed while taking off from Eastleigh Air Base. The pilot attempted to return but poor visibility caused him to overshoot the runway. He tried to realign himself but stalled and crashed to the ground."
"1992/04/17","Hamburg, Pennsylvania","Air Taxi - Basco Flying Service Inc.",NULL,"Philadelphia, PA - Reading, PA","Piper PA-23-250","N62774",NULL,3,1,3,1,0,"The aircraft collided with rising terrain at 1,100 ft. after executing a go-around. Failure of the pilot to follow proper IFR procedures."
