"1957/01/06","Owasso, Oklahoma","American Airlines","327","Joplin - Owasso","Convair CV-240-0","N94247","104",7,3,1,0,0,"Struck trees, hit the ground, and slid 500 ft. after landing short of the runway in rapidly deteriorating condtions.The captains lack of alertness in allowing the first officer to continue an instrument descent to an altitude too low to permit terrain clearance."
"1957/01/11","Near Buenos Aires, Argentina","Lineas Aereas del Estado",NULL,"Buenos Aires - Mar Del Plata - Mendoza","Vickers 615 Viking 1B","T-11","188",2,4,1,2,1,"The domestic flight crashed and burned immediately after takeoff from Buenos Aires after overrunning the runway. Too short a runway and excessive cross-winds for the type of aircraft."
"1957/01/23","Ometepe Island, Nicaragua","Lanica",NULL,"San Carlos - Managua","Douglas DC-3","AN-AEC","12312",1,3,1,3,0,"The aircraft hit Concepcion volcano while en route. The aircraft made a left turn towards the volcano, banked sharply in descent, enered a rapid climb and then crashed. Unexplained loss of control."
"1957/01/29","Paris, France","Air France",NULL,"Tunis - Paris","SNCASE SE.2010 Armagnac","F-BAVG","06",6,1,1,1,0,"A first ILS attempt to land at Orly Airport failed. The crew decided to try a second time with GCA guidance. Full power was applied when the crew was not able to see the runway. The aircraft continued to descend impacting the ground in a right bank. The right wing separated and the main fuselage broke-up into four parts. Stalling, as a result of delayed application of power in a final approach configuration and inadequate control of heading, airspeed and altitude after the visual was lost."
"1957/01/31","Near Sunland, California","Douglas Aircraft",NULL,"Santa Monica - Santa Monica","Douglas DC-7B / U.S. Air Force F-89J","N8210H/52-187OA","45192 / 4447",0,6,0,5,3,"Midair collision between a DC-7 and F-89J Air Force fighter. The DC-7 crashed into a playground of a schoolkilling 3 junior high school children 3 miles northwest of Sunland. The F-89 crashed into the mountains. Four crew members on the DC-7 were killed. One crew member aboard the F-89 was killed andthe other ejected to safety. The high rate of near head-on closure at high altitude, which together with physiological limitations, resulted in a minimum avoidance opportunity during which the pilots didnt see each others aircraft. It was the first test flight of the DC-7B. One of the 3 students killed in the accident was the best friend of singer Richie Valens, who died in an airplane crash two years later. Archie Twitchell, test pilot and actor, 50, killed. The high rate of near head-on closure at high altitude in a minimum aviodance opportunity during which both pilots did not see the other aircraft."
"1957/02/01","New York, New York","Northeast Airlines","823","New York City - Miami","Douglas DC-6A","N34954","44678/543",9,6,2,0,0,"Shortly after lifting off from La Guardia Airport in a snowstorm, the plane rolled sharply to the left and crashed on Rikers Island. The failure of the captain to properly observe and interpret his flight instruments and maintain control of his aircraft. Several inmates from the Rikers Island Prison made some heroic rescues and were later pardoned."
"1957/02/22","Kimpo Air Base, South Korea","Military - U.S. Air Force",NULL,"Kimpo AB - Tokyo, Japan","Douglas C-124C","51-141A","43475",1,1,1,3,0,"The No. 3 engine seized, causing the propellor to come loose and slice through the sideof the fuselage makng two full turns before exiting. It took two men out with it , idled the No. 4 engine and cut the throttle cable.Whileattemptingan emergency return landing at Kimpo Air Base, level flight could not be maintained and the aircraft descended, crashing into the Han River."
"1957/03/02","Blyn, Washington","Alaska Airlines","100","Fairbanks - Seattle","Douglas C-54B","N90449","27239",2,3,2,3,0,"Crashed into a densly wooded mountain, 3 miles east of Blyn, while en route to Seattle. Navigation error and poor judgement by the pilot in entering an overcast mountainous area at too low an altitude."
"1957/03/04","Near Miho AB, Japan","Japanese Air Force",NULL,NULL,"Curtiss C-46D-15--CU","51-1110","33737",NULL,NULL,NULL,NULL,0,"While attempting to land, the plane lost air speed and crashed into the sea, 400 yards offshore."
"1957/03/05","Drayton, England","Military -Royal Air Force",NULL,"Drayton - Multa","Blackburn Beverley C Mark 1","XH117","1023",1,5,1,3,2,"The aircraft crashed into trees and farm buildings about a half-an-hour after taking off from Abingdon airfield.Fuel starvation due to an valve being installed backwards."
"1957/03/09","El Soldado, Colombia","AVIANCA",NULL,"Condoto - Cali","Douglas DC-3","HK-155","4338",1,3,1,3,0,"Crashed into mountains while en route. Pilot did not follow prescribed route nor follow prescribed IFR procedures."
"1957/03/14","Manchester, England","British European Airways","411","Amsterdam - Manchester","Vickers Viscount 701","G-ALWE","004",1,5,1,5,2,"The plane suddenly veered and banked to the right while making an approach to land. The plane crashed into houses. Fracture of a 9/16 bolt on the starboard flap due to fatigue led to loss of control of the aircraft."
"1957/03/17","Near Cebu, Philippines","Military - Philippine Air Force",NULL,"Cebu - Manila","Douglas C-47-A-75-DL Skytrain","2100925","19388",2,3,2,3,0,"The plane had just taken off from Cebu boundfor Manila when it crashed 20 miles NW of the city. President Ramon Magsaysay, 50, of the Philippines died along with twenty-three others when the plane struck Mt. Manunggal. Magsaysay was on a campaigning trip for reelection. Metal fatigue."
"1957/03/18","Near Sayari, Bolivia","Lloyd Aereo Boliviano",NULL,"Cochabamba - Oruro","Douglas DC-3","CP-535","4867",1,3,1,3,0,"Crashed into Andies peak while en route. Wreckage found 100 miles northeast of Cochabamba."
"1957/03/22","Over the North Pacific Ocean","Military - U.S. Air Force",NULL,"Travis AFB - Tokyo","Boeing C-97C","50-702A","16246",5,1,5,1,0,"Disappeared ina storm 200 miles southeast of Tokyo, Japan while on a flight from Travis Air Force Base to Tokyo.Cause unknown."
"1957/04/07","Bage, Brazil","Varig",NULL,"Bage - Porto Alegra","Curtiss C-46A-45-CU","PP-VCF","30283",3,5,3,5,0,"Shortly aftertakeoff, a fire developed in the left main landing gear well. The pilot thought the fire had started in the engine, feathered the No.1 engine and returned for an emergency landing. When he couldnt get the gear down, he performed a go-around after which the left wing separated from the plane. The plane crashed and burned. Fracture of the fuel line in the landing gear housing due to wear against the ribs."
"1957/04/08","Algiers, Algeria","Air France",NULL,NULL,"Douglas DC-3","F-BEIK","14411/25856",3,4,3,4,0,"Crashed just after takeoff, one mile from the airfield. Engine failure."
"1957/04/10","Anchieta Island, Brazil","REAL","1800","Rio de Janerio - Sao Paulo","Douglas DC-3","PP-ANX","13048",2,4,2,3,0,"While en route, fire broke out in the starboard engine. As he lost altitude and because of reduced visibility, the pilot did not see the peak of a mountain. When he tried to pull up the plane stalled and crashed. Engine failure."
"1957/04/15","Merida, Mexico","Transportes Aéreos Mexicanos",NULL,"Medrida - Mexico City","Consolidated B-24J","XA-KUN",NULL,0,3,0,3,1,"The accident was due to a maneuvering error which consisted in making two turns onto the Mexico City heading without conforming the distance and procedure specifications and below the prescribed altitudes and speeds. This error was aggravated by a probable shifting of the load due to improper securing."
"1957/04/17","Near El Quweira, Jordan","Military -Royal Air Force",NULL,"Aqaba AFB - Habbaniya, Iraq","Vickers Valetta C-Mk.1","VW832",NULL,2,3,2,3,0,"Crashed and burned 5 minutes after taking off from Aqaba. The aircraft lost its left wing after encountering clear air turbulence."
"1957/04/20","Jirkouk, Iraq","Air France",NULL,"Tehran, Iran - Istanbul, Turkey","Lockheed Super Constellation","F-BGNE","4514",NULL,NULL,1,0,0,"Explosive decompression. A passenger was sucked out of a window at 18,000 feet when the window he was sitting next to shattered. The body was never recovered."
"1957/05/01","Blackbushe, Hants, England","Eagle Aviation",NULL,"Blackbushe - Tripoli","Vickers Viking 1B","G-AJBO","241",3,5,2,5,0,"Crashed while attemting an emergency return to the airport shortly after taking off. Engine failure. The failure of the captain to maintain height and a safe flying speed when approaching to land on one engine after the failure of the left engine for reasons unknown."
"1957/05/05","Santoshpur, India","Indian Airlines",NULL,"Silhcar - Calcutta","Douglas C-47A","VT-AUV","20318",0,3,0,1,0,"The accident is attributed to the insufficient altitude at which the aircraft was flown during an attempt to fly through a thunderstorm. Downdrafts and divergent winds encountered, forced the aircraft to the ground."
"1957/05/09","Barajas, Madrid, Spain","Aviaco","111","Santiago de Compostella - Madrid","Bristol 170 Freighter","EC-ADI","12757",3,5,3,5,0,"Crashed while attemping to land. Procedural errors by the pilot."
