"1944/01/15","Belgrad, Yugoslavia","Deutsche Lufthansa",NULL,NULL,"Junkers JU-52/3m","D-ADQW","640610",3,2,3,2,0,"Pilot error."
"1944/02/10","Memphis, Tennessee","American Airlines","2","Little Rock - Memphis","Douglas DC-3","NC21767","2166",2,3,2,3,0,"The aircraft crashed into a river and sank ,18 miles southwest of Memphis, in a snowstorm, while en route from Little Rock. Cause undetermined."
"1944/02/10","Near Quelimane, Mozambique","DETA",NULL,"Quelimane - Lourence Marques","Lockheed 14-H2 Super Electra","CR-AAV",NULL,1,4,1,4,0,"Crashed and burned while taking off."
"1944/02/20","China","China National Aviation Corporation",NULL,NULL,"Douglas C-47","75",NULL,0,2,0,2,0,"The cargo plane flew into a mountain"
"1944/02/21","Eubeoa, Greece","Deutsche Lufthansa",NULL,NULL,"Junkers JU-52/3m","D-ABAS","6561",1,3,1,3,0,"The plane missing and never found."
"1944/03/22","New Guinea","Military - U.S. Army",NULL,"Port Moreaby - Nadzab","Consolidated B-24 Liberator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Disappeared while en route on a non-combat mission. Wreckage found 39 years later on 4/30/1983."
"1944/04/06","Near Nome, Alaska","Pan American World Airways",NULL,"Nome - Fairbanks","Pilgrim 100B","NC742N",NULL,3,3,3,3,0,"Crashed shortly after takeoff in a snow storm. Failure of the pilot to recognize his proximity to the ground due to heavy snow which entirely covered the terrain."
"1944/04/17","Belgrad, Yugoslavia","Deutsche Lufthansa",NULL,NULL,"Junkers JU-52/3m","D-AOCA","640996",4,3,4,1,0,"Shot down by allied fighters."
"1944/04/21","Frederikstad, Norway","Deutsche Lufthansa",NULL,"copenhagen, Denmark - Oslo, Norway","Douglas DC-3","D-AAIG","2095",1,3,6,3,0,"Crashed50 miles from its destination after a signal flare started an onboard fire."
"1944/04/25","Montreal, Canada","Military - Royal Air Force",NULL,"Montreal, Canada - European air base","Consolidated Liberator",NULL,NULL,1,5,1,5,0,"Crashed into a row of houses shortly after taking off from Dorval Airport."
"1944/05/26","Between Calcutta to Dinjan, China","China National Aviation Corporation",NULL,"Calcutta - Dinjan","Douglas C-47","82",NULL,9,3,9,3,0,"While enroute the crew got lost and crashed into 22,000 foot mountain in Tibet. Bad weather prevented the pilot from getting a bearing on any radio station."
"1944/05/27","Off Calcutta, India","China National Aviation Corporation",NULL,NULL,"Douglas DC-3",NULL,NULL,NULL,NULL,NULL,NULL,0,"Crashed at sea in poor weather conditions."
"1944/06/06","Barneville, France","Military - U.S. Army Air Forces",NULL,NULL,"Douglas C-47A","42-93095","112969",1,4,1,4,0,"Shot down by anti-aircraft fire during the Normandy invasion."
"1944/06/06","Carentan, France","Military - U.S. Army Air Forces",NULL,NULL,"Douglas C-47A-DL","42-101035","19498",1,4,1,4,0,"Shot down by anti-aircraft fire during the Normandy invasion."
"1944/06/06","Flamanville, France","Military - U.S. Army Air Forces",NULL,NULL,"Douglas C-47A","42-100905","19368",1,5,1,5,0,"Shot down by anti-aircraft fire during the Normandy invasion."
"1944/06/08","Kunming, China","China National Aviation Corporation",NULL,"Dijan - Kunming","Douglas C-47","85",NULL,0,6,0,6,0,"The plane discintigrated in mid-aid. The jack pad had been removed from the right wing root. This left 4 large holes directly under the fuel tanks and directly in line with the exhaust. When the throttles were cut to descend, the flame only went as far back as the holes. There the flames went up around the fuel tank, igniting the fumes and blew the wing off."
"1944/06/18","Kweilin, China","China National Aviation Corporation",NULL,"Kunming - Chungking,","Douglas C-47","71",NULL,1,3,1,1,0,"Diverted to Kweilin after Chunking was below minimums. After holding over Kweilin for 3 hours, the aircraft ran out of gas, hit mountain and was demolished."
"1944/06/20","Porto Alegre, Brazil","Varig",NULL,NULL,"Lockheed 10C Electra","PP-VAG","1008",8,2,8,2,0,"Crashed into the river Guiaba"
"1944/07/11","Portland, Maine","Military - U.S. Army",NULL,NULL,"Douglas A-26B Invader",NULL,NULL,0,2,0,2,17,"Smoke and fire was seen coming out of one engine before the aircraft crashed. A wing hit the ground and the plane cartwheeled into the Redbank trailer park."
"1944/07/23","Off Port Moresby, Papua New Guinea","Military - US Navy",NULL,"Cairns or Mareeba, Australia - Los Negros Island","R4D-5","39090",NULL,NULL,NULL,NULL,NULL,0,"The plane disappeared on a flight from Australia to Los Negros Island. Last known position transmitted by radio placed the aircraft due south of Port Moresby at 11-degrees South, about 60-minutes flying time."
"1944/07/26","North Atlantic Ocean","Military - U.S. Army Air Forces",NULL,"England - Long Island, N.Y.","Douglas C-54A-DO (DC-4)","42-107470","7489",2,6,2,6,0,"Disappeared while en route from Iceland to Newfoundland."
"1944/07/27","Port Logan, Scotland","Military - U.S. Army Air Forces",NULL,"Bristol - Preswick","Douglas C-47A-DK","42-93038","12905",1,5,1,5,0,"As the aircraft approached land, it began a climb but was not able to gain sufficient altitude to clear a cloud shrouded cliff."
