"1956/01/12","Frederick Henry Bay,Australia","Ansett ANA",NULL,NULL,"Douglas C-47","VH-BZA","4651",0,2,0,1,0,"Flew into the water upon approach. The pilot relied on inadequate external visual reference for determining the altitude and paid insufficient attention to the instruments. The irregular approach procedure carried out by the pilot in command deprived him of the opportunity to monitor the safe approach to the aerodrome through the correlation of time, height and position."
"1956/01/17","Oreway, Newfoundland, Canada","Quebecair",NULL,"Knob Lake - Oreway","Douglas DC-3","CF-GVZ","15552/26997",1,3,1,3,0,"Loss of the No. 2 engine necessitated a forced crash landing near a railway station.Failure to maintain height at night due to the loss of the starboard engine in icing conditions.The aircraft was also overloaded."
"1956/01/18","Torysa, Czechoslovakia","Ceskoslovenske Aerolinie",NULL,"Bratislava - Kosice","Douglas DC-3","OK-WDZ","9385",2,3,1,3,0,"Crashed in the Tatra mountains while en route."
"1956/01/28","Lyon, France","Air France",NULL,"Nice - Lyon","Douglas C-47","F-BCYK","4509",0,3,0,3,0,"The cargo plane was on approach when it crashed."
"1956/02/13","Frobisher Bay, Canada","Maritime Central Airways",NULL,"Frobisher Bay, Baffin Island - Fort Chimo, Quebec","Bristol 170 Freighter 31","CF-FZU",NULL,0,2,0,2,0,"Loss of control due to improperly secured heavy cargo breaking loose and sliding to the rear of the aircraft during takeoff."
"1956/02/14","Near Fort Chimo, Quebec, Canada","Spartan Air Services",NULL,"Frobisher Bay, Baffin Island - Fort Chimo, Quebec","Douglas C-47-DL","CF-BZH","6079",0,3,0,2,0,"Crashed on a ferrying flight. Soldier-of-fortune Harold (Whitey) Dahl killed."
"1956/02/17","Near Niles, California","Military - U.S. Marine Corps",NULL,"El Toro MAS - Alameda NAS","Douglas R5D2","39116","18331",3,5,3,5,0,"Crashed into Sunol Ridge after circling for half-an-hour while attempting to land at Alameda Naval Air Station.Non adherence of the crew to the holding pattern and departure from the radio beacon and descent in a unprescribed manner."
"1956/02/18","Near Zurrieg, Malta","Scottish Airlines",NULL,"Malta - London","Avro 685 York C-1","G-ANSY","MW193",4,5,4,5,0,"The aircraft took off from Luqua Airport in Malta bound for England when smoke was seen coming from the left engine.Shortly thereafter it banked to the left and plunged almost vertically into cliffs.Engine failure due to cracks in the boost enrichment capsule and the failure of the captain to stop the leftward swing of the aircraft using the rudder. Failure to correct the nose high attitude and failure to feather the No. 1 engine."
"1956/02/20","Near Cairo, Egypt","Transport Aerien Intercontinentaux (France)",NULL,"Saigon - Paris","Douglas DC-6B","F-BGOD","43835/380",5,9,4,3,0,"The flight crashed while on approach 18 miles SE of Cairo.Pilots inexperience in ILS approaches.Improper approach.Crew error. Crew fatigue."
"1956/02/24","Near Aleppo, Syria","Syrian Airways",NULL,"Damascus - Aleppo","Douglas DC-3","YK-AAE","14918/2636",1,3,1,3,0,"Crashed shortly after taking off 15 miles from Aleppo.Double engine failure during a thunderstorm."
"1956/02/25","Jalkot, Pakistan","Pakistan International Airlines",NULL,"Gilgit- Islamabad","Douglas C-47B","AP-ACZ","16813/33561",0,3,0,3,0,"StruckLash Golath Mountain while en route."
"1956/03/21","Tezpur, India","Indian Airlines",NULL,"Gaughail - Tezpur","Douglas DC-3","VT-CGN","12989",1,3,2,0,0,"An improper flare on landing caused the aircraft to bounce causing the right wing to strike the runway after which the plane veered off the runway."
"1956/03/28","Largs, England","Starways",NULL,"Liverpool - Glasgow","Douglas C-47B","G-AMRB","16670/33418",0,3,0,1,0,"During an instrument approach at night the pilot of the cargo plane permitted the aircraft to descend below the approved safety height and this resulted in the aircraft striking the ground."
"1956/03/31","Korat ,Thailand","Military - Royal Thai Air Force",NULL,"Korat AFB - Bangkok","Douglas C-47A","L2-14/96","12667",NULL,NULL,NULL,NULL,0,"Crashed shortly after taking off."
"1956/03/31","Indapur, India","National Air Operators",NULL,"Asansol - Bagdogra","Douglas C-47A","VT-DCM","10230",0,3,0,3,0,"The cargo plane crashed en route. A downdraft which forced down the fully loaded aircraft to the ground when it was flying under exceptionally severe weather conditions below 1000 ft. and possibly at a few hundred feet above the terrain."
"1956/04/01","Pittsburgh, Pennsylvania","Trans World Airlines","400","Pittsburgh - Newark","Martin 404","N40403","14103",3,3,2,1,0,"The aircraft yawed to the left and crashed shortly after takeoff after a fire warning occurred on the No.1 engine. The cause of the fire warning was a failed exhaust connector clamp in the left engine, which triggered an adjacent fire detecting unit. A windmilling left propeller, the extended landing gear, and the takeoff flaps produced sufficient drag to make the airplane lose altitude and strike the ground. An uncoordinated emergency action in a very short time available to the crew, which produced an aircraft configuration with insurmountable drag."
"1956/04/02","Seattle, Washington","Northwest Orient Airlines","2","Seattle - Portland","Boeing 377 Stratocruiser 10-30","N74608","15954",3,6,4,1,0,"The aircraft experienced extreme buffeting after taking off from Seattle. A decision was made to divert to McChord AFB but the plane continued to loose altitude and had to be ditched in Puget Sound 4.7 nautical miles southwest of Seattle. The plane sank within 15 minutes. The incorrect analysis of control difficulty which occurred on retraction of the wing flaps as a result of the flight engineers failure to close the engine cowl flaps; the analysis having been made under conditions of urgency and within an extremely short period of time available for decision."
"1956/04/09","Skilak Lake, Alaska","Cordova Airlines","6","Anchorage - Seward","Aero Commander520","B5386N","520-7",5,1,5,1,0,"Crashed en route from Anchorage to Seward. The pilots action in continuing flight during instrument weather conditions on a planned VFR flight through a mountain pass and striking a mountainside while attempting to climb out."
"1956/04/18","Parintins, Brazil","Panair do Brasil",NULL,"Belem - Parintins","Consolidated PBY-5A Catalina","PP-PDB","22021",7,5,1,2,0,"The plane struck an object in the water while landing and broke up."
"1956/04/30","London, England","Scottish Airlines",NULL,"London - Malta","Avro 685 York C-1","G-AMUL","MW308",4,5,2,0,0,"The aircraft made a sudden turn to the right while talking off from Stansted. Overcorrection by the pilot in command which caused the aircraft to veer to the right."
"1956/05/15","Orleans, Ontario, Canada","Military - Royal Canadian Air Force",NULL,NULL,"CF-100 Mark V",NULL,NULL,0,2,0,2,13,"The CF-100 was from the Canadian Air Defense Command which was scrambled to investigate an unidentified transport plane flying in the area. Something malfunctioned on the fighter and the jet crashed into a convent operated by the Grey Nuns of the Cross, at over 680 miles an hour, destroying the three story, 70 room convent."
"1956/05/15","Kathmandu, Nepal","Indian Airlines",NULL,NULL,"Douglas DC-3","VT-DBA","13165",2,3,1,0,1,"The aircraft touched down at an excessive speed, bounced and stalled. Go-around power was applied, but the remaining runway length was insufficient and the plane overran the end of the runway and went down a steep slope and crashed."
"1956/05/24","Guatemala City, Guatemala","Aviateca",NULL,"Guatemala City - La Tinta","Douglas C-47-DL (DC-3)","TG-AHA","6052",2,3,2,3,0,"The plane struck trees on a mountainside and crashed at an altitude of 8,500 ft. The sole survivor, Roberto Obando, was found and rescued on May 30."
"1956/06/13","Over North Carolina","Piedmont",NULL,NULL,"Douglas DC-3",NULL,NULL,NULL,NULL,1,NULL,0,"A passenger fell to his death after the door of the plane opened."
"1956/06/20","Asbury Park, New Jersey","Linea Aeropostal Venezolana","253","New York City - Caracas","Lockheed 1049E-55 Super Constellation","YV-C-AMS","4561",6,1,6,1,0,"About 1.5 hours after taking off from New York, the pilot radioed the No. 2 propeller was overspeeding and could not be feathered. Upon trying to return to New York the plane caught fire and crashed into the Atlantic Ocean. Vibration resulting from the uncontrollable propeller caused one of the inside wing attachments to loosen or break somewhere between the fuel tank and the dump chute causing an uncontrollable fire."
"1956/06/24","Kano, Nigeria","British Overseas Airways",NULL,"Kano - Tripoli","Canadair C-4 Argonaut","G-ALHE","151",3,7,2,3,0,"Loss of height and airspeed caused by the aircraft encountering an unpredictable thunderstorm cell which gave rise to a sudden reversal of wind direction, heavy rain, and possible downdraft conditions."
"1956/06/30","Grand Canyon, Arizona","United Air Lines / Trans World Airlines","718 / 2","Los Angeles - Chicago / Los Angeles - Kansas City","Douglas DC-7 / Lockheed S Constellation","N6902C/N6324C","44288 / 4016",1,1,1,1,0,"The TWA aircraft flying from Los Angeles to Kansas City and the United Aircraft flying from Los Angeles to Chicago collided over the Grand Canyon. Both planes were traveling about 320 mph. Both aircraft were flying in uncontrolled airspace. Allfifty-eight on the DC-7 and seventy on the Constellation killed. The pilots did not see each other in time to avoid the collision. It is not possible to determine why the pilots did not see each other, but the evidence suggests that it resulted from any one or a combination of the following factors: 1) Intervening clouds reducing time for visual separation 2) Visual limitations due to cockpit visibility 3) Preoccupation with normal cockpit duties. This is the accident that led to the adoption of the Air Route Traffic Centers that track planes across the country and the formation of the FAA."
