"1968/01/06","Near Olekminsk, Russia","Aeroflot","1668","Olekminsk - Lensk","Antonov An-24B","CCCP-47733"," 69901001",3,6,3,6,0,"Crashed 92 km from Olekminsk. The cause of the accident could not be determined."
"1968/01/08","Near Quang Tri, South Vietnam","Military - U.S. Marine Corps",NULL,NULL,"Sikorsky CH-53A (helicopter)","153710",NULL,3,5,3,5,0,"Crashed into a mountain south of Dong Ha airfield."
"1968/01/08","Tanana, Alaska","Tanana Air Taxi",NULL,NULL,"Cessna 180H","N7921V",NULL,4,1,1,1,0,"Non-instrument rated pilot attempted night flying in IFR conditions. Spatial disorientation. Continued VFR flight into adverse weather conditions."
"1968/01/08","San Diego, California","Imperial Comm - Air Taxi",NULL,NULL,"Beechcraft E18S","N82B",NULL,3,1,2,1,0,"Engine failure on takeoff. Pilot used improper emergency procedures. Used minimum takeoff run and takeoff speed. Executed steep climb and turn at 50 ft."
"1968/01/10","Near Copper Canyon, Nevada","Military - U.S. Marine Corps",NULL,"Buckley ANGB - Seattle NAS","Douglas C-54P","50850","10427",1,7,1,7,0,"The aircraft hit Mt. Tobin 300 ft. below the peak and slid 1,000 ft. down the side of the mountain. Turbulent conditions caused the uncontrolled descent. The Salt Lake control center had, in response to its vector request, informed the crew that there were no storm cells and no reports of icing along the airway being used. As a result, the pilot was unaware that turbulence encountered would be hazardous, worse than that predicted at the time of take-off. These turbulent conditions apparently caused the uncontrolled descent of the aircraft into the ground. The pilot was technically not qualified for the type of aircraft and was aware of the general weather conditions and should have discontinued the flight.."
"1968/01/13","Minot AFB, North Dakota","Military - US Air Force",NULL,NULL,"KC-135","58-0026",NULL,NULL,NULL,NULL,NULL,0,"The airplane over rotated during takeoff in a snow storm."
"1968/01/15","Zifta, Egypt","United Arab Airlines",NULL,"Cairo - Beirut","Douglas DC-3","SU-AJG",NULL,0,4,0,4,0,"Ice accretion on the lifting surface of the aircraft accompanied by moderate to severe turbulence, which resulted in loss of aircraft control by the pilot. When he tried to regain control over the aircraft the lifting surfaces were loaded beyond approved design limits, which brought about the disintegration of main parts of the aircraft in the air, and its subsequent impact with the ground."
"1968/01/16","Iwakuni, Japan","Mililtary - U.S. Navy",NULL,NULL,"Lockheed P-3A","152144","185-5114",0,1,0,1,0,"Crashed into Kamegamori Mountain, near border between Ehime and Kouchi."
"1968/01/17","Minot AFB, North Dakota","Military - U.S. Air Force",NULL,NULL,"Boeing KC-135A","58-0026","17771/241",0,1,0,1,0,"Rotated too early, stalled and crashed during a snowstorm."
"1968/01/27","Moroni, Comoro Islands","Air Comores",NULL,NULL,"de Havilland DH-114 Heron 1B","F-OECD","14040",1,1,1,1,0,"Touched down on the right side of the runway, bounced, crashed into landing lights and into the sea.Inadequate supervision of the flight by the pilot-in-command."
"1968/02/06","Off Phu Quoc, Vietnam","Military - U.S. Navy",NULL,NULL,"Lockheed P-3B Orion","153440","185-5237",0,1,0,1,0,"Crashed and sank in about 100 feet of water while on patrol."
"1968/02/07","Vancouver, Canada","Canadian Pacific Air Lines","322","Honolulu - Vancouver","Boeing B-707-138B","N791SA","17698/44",5,9,0,1,1,"Visual reference was lost in fog after the flare and prior to touchdown. The aircraft overran the runway and collided with a parked aircraft, some vehicles and two buildings. Failure to evaluate existing terminal weather information and to discontinue the attempt to land."
